,SPY_open,SPY_high,SPY_low,SPY_close,ATR,VBM,MI,KAMA,KC Upper,KC Lower,DYMI,weekly_range
879,392.09,394.21,391.2,394.06,7.59329285714285,-69.43949772237455,26.04037187603607,387.6425695931689,401.2556682585008,372.3956682585008,60.13866011399474,14.229999999999961
880,394.4,396.685,392.03,396.41,7.3011499999999945,-65.53536116832211,25.959197681762074,387.9187083069299,400.98746175769116,374.48946175769123,60.52476556982407,0.0
881,397.06,397.83,395.08,395.91,7.0004357142857065,-64.73511323625067,25.899156029372715,388.34549597448716,401.50170349505396,375.53170349505393,61.35322599394397,0.0
882,394.56,398.12,393.3,397.26,6.551785714285708,-66.86865408095173,25.93091507149743,389.64222123284407,402.1943984002869,376.50439840028696,59.41133639101162,0.0
883,394.49,396.72,390.75,391.48,6.49178571428571,-64.72813673701461,25.945604603184908,389.8675187436005,401.27531283835486,377.82931283835484,71.41892162184897,0.0
884,389.94,391.569,387.15,389.48,6.053142857142855,-63.47994802514519,25.947899162485772,389.8522015961368,399.72822590136866,379.3626259013687,52.84165639199056,10.970000000000027
885,403.49,406.94,403.38,406.36,4.797785714285713,-66.69239512569061,24.679077222079503,393.5964101105507,403.5264778147851,384.05847781478514,91.80268884763058,0.0
886,405.83,407.24,405.4,406.12,4.732785714285716,-67.19409658880494,24.115735143135645,395.3129598463207,404.15052754671035,385.7825275467103,94.60935841499229,0.0
887,405.95,406.96,405.45,406.59,4.496357142857144,-70.79070515632772,23.681719033877258,398.0511894960136,404.5995249232141,387.5475249232141,70.6825455948076,0.0
888,407.92,408.58,406.93,408.52,4.173500000000002,-72.71212616197917,23.29532316695218,401.7181140981845,405.1269035019556,389.3909035019556,78.85949530430993,0.0
889,408.44,411.67,408.26,411.49,4.101428571428572,-72.07491665032359,22.856970607605835,405.1685863810255,405.83424602557886,391.3942460255788,83.80122623620402,8.29000000000002
890,417.42,418.22,416.8111,417.61,3.3685000000000036,-101.72772509991371,22.943922206022204,414.1988171315167,417.154072220598,401.746472220598,64.05928799126934,0.0
891,417.97,418.14,416.3,417.52,3.392071428571431,-105.93976424243031,23.022002745352957,414.30031425594063,417.80881772339814,402.6288177233982,65.17732658565643,0.0
892,417.84,419.01,416.9,417.4,3.4006428571428597,-108.76006142493475,23.031231046701194,414.44077500690923,418.2967398449793,403.5087398449793,63.59932743072819,0.0
893,420.38,420.72,416.44,420.06,3.4627857142857175,-109.28680226714593,23.085956028050173,414.6172194520336,419.08285985974317,404.4668598597432,60.81060151248714,0.0
894,417.67,418.54,416.34,417.3,3.6049285714285753,-111.06594066288196,23.023568418420115,414.62873974444824,419.91706368262476,404.6850636826248,66.21305356095365,4.420000000000016
895,419.41,419.84,417.665,418.2,3.614285714285716,-118.3636984114751,22.9017863801044,414.7029435795229,420.29286714142245,405.43286714142243,56.20224135285605,0.0
896,415.99,416.6,411.67,415.62,3.8600000000000017,-120.13589384396467,22.95202969246758,414.72592539298034,420.9374512231917,405.3134512231917,59.91292670923552,0.0
897,417.43,417.63,414.94,415.75,3.7157142857142844,-120.58539968012161,23.046923840675554,414.731685767712,420.7394082495544,406.01140824955445,47.787813168475296,0.0
898,415.8,419.21,413.675,419.07,3.955357142857139,-114.30421765165319,23.30246715179399,415.10480238953363,421.2587503210254,406.5767503210254,46.529547704139816,0.0
899,419.85,422.815,419.16,422.12,3.9749999999999983,-115.05110135011164,23.569121001863962,415.5830215206937,421.5929169571182,407.80491695711817,58.43636271440622,11.144999999999982
900,422.55,422.74,417.81,417.94,3.9971428571428556,-113.36958037083504,23.85612483948445,415.5961233809096,422.59159153263073,407.4235915326307,68.91172997494235,0.0
901,413.12,415.27,410.06,414.21,4.207857142857141,-114.99087543117541,24.21940501612477,415.5651087414219,423.7236304342849,406.139630434285,49.906122470810324,0.0
902,411.23,412.59,404.0,405.41,4.533571428571427,-108.31800250075122,24.76812410460804,414.71482068217205,424.43680848816257,403.6128084881626,34.0471235819292,0.0
