,SPY_open,SPY_high,SPY_low,SPY_close,KAMA,DYMI,weekly_range
192,238.4,240.32,238.37,239.78,237.33147191614978,83.5488878071364,0.0
193,239.57,239.57,238.21,238.27,237.41745240741028,89.31957234269797,0.0
194,238.19,238.61,237.73,238.42,237.52604774098862,73.11335348214696,4.305000000000007
195,237.48,238.12,237.01,237.71,237.5370544743331,71.94452051160047,0.0
196,237.39,237.77,236.76,237.0,237.5314043086105,63.71973807943692,0.0
197,237.31,237.64,236.4,236.56,237.5244140171339,55.01240637859422,0.0
198,236.71,237.24,235.74,236.86,237.5184830237702,52.14996382150126,0.0
199,237.95,238.02,236.59,237.69,237.5213058635032,53.292851153376134,2.3799999999999955
200,237.59,237.86,237.24,237.81,237.52498267291907,55.42807198375038,0.0
201,237.22,237.24,236.19,236.9,237.51954022115692,57.046944182524605,0.0
202,237.56,239.44,237.29,238.95,237.54340778674563,48.610956786215496,0.0
203,239.12,239.2,238.1,238.48,237.54992507794003,61.14058366373489,0.0
204,237.75,237.97,237.03,237.03,237.53502788334995,56.696172694005035,3.25
205,235.79,236.03,233.91,235.33,236.18516740315812,49.59531941149456,0.0
206,235.0,235.58,234.555,235.48,236.1315707176771,46.3989171694583,0.0
207,236.26,237.39,234.54,234.78,236.11109250886707,41.017433596585576,0.0
208,234.96,236.04,234.425,235.44,236.07934712350533,39.92581411789026,0.0
209,235.18,236.0,234.64,235.2,236.04127034331862,46.79930436275108,3.4799999999999898
210,237.17,237.41,234.5628,237.17,235.05982234087543,55.35829086788173,0.0
211,237.93,238.95,237.81,238.55,235.22501575040283,79.23819373025782,0.0
212,238.53,239.53,238.35,238.4,235.3863367237069,81.22130608957382,0.0
213,238.74,238.95,237.98,238.6,235.67618323886597,66.71265037280939,0.0
214,238.93,238.93,237.93,238.08,236.0212027832113,56.4009558578134,4.967199999999991
215,238.66,239.17,238.195,238.68,236.31643847656983,56.48186885968511,0.0
216,238.82,238.98,238.3,238.77,236.72407149332625,58.500269042534605,0.0
217,238.29,238.8775,237.7,238.48,237.03862075728924,63.48785386676404,0.0
218,238.81,238.9225,237.78,238.76,237.26869526354125,61.59606223454843,0.0
219,239.16,239.72,238.68,239.7,237.88190696940018,71.8849954373157,2.0200000000000102
220,239.77,239.92,239.17,239.66,238.16419868980776,79.48146674549301,0.0
221,239.94,240.19,239.04,239.44,238.22904546276172,81.28990611552584,0.0
222,239.37,239.87,239.15,239.87,238.38644950253726,74.39165246169466,0.0
223,239.31,239.57,238.13,239.38,238.42043400700823,81.77134248742823,0.0
224,239.05,239.4273,238.67,238.98,238.44461637877149,65.520827803869,2.0600000000000023
225,239.49,240.44,239.45,240.3,238.59142220805808,51.60631978026089,0.0
226,240.64,240.67,239.63,240.08,238.67354988809154,67.4308495098377,0.0
227,238.09,238.64,235.75,235.82,238.4941131722424,59.23000987166848,0.0
228,235.7,237.75,235.43,236.77,238.4293712844666,15.400320840017642,0.0
229,237.36,239.08,237.27,238.31,238.42670981725897,29.505949428307346,5.239999999999981
230,238.87,239.71,238.82,239.52,238.43240140390597,47.03524792836387,0.0
231,239.98,240.24,239.51,240.05,238.44758325466643,57.810439773868055,0.0
232,240.33,240.73,239.93,240.61,238.4706718881093,56.80467350033664,0.0
233,241.22,242.08,240.96,241.76,238.5803056190196,57.80485369778445,0.0
234,241.59,241.9,241.45,241.71,238.7104812553025,63.17074151941783,3.2600000000000193
235,244.02,244.3,243.76,243.99,242.6221919387614,72.79133360905477,0.0
236,243.34,243.98,243.12,243.21,242.7258940233172,71.88520660122722,0.0
237,243.61,243.92,242.83,243.66,242.88819070814813,62.98801253853901,0.0
238,243.8,244.33,243.17,243.78,243.02920358256603,64.44553372248143,0.0
239,244.07,245.01,241.95,243.41,243.0559920511349,64.56507310109882,3.0600000000000023
240,243.09,243.42,242.38,243.36,243.07737856374374,63.70451006934195,0.0
241,243.98,244.61,243.5799,244.55,243.28360818795232,69.41203716542591,0.0
242,244.86,244.87,243.29,244.24,243.3924407928651,75.62192422613697,0.0
243,242.69,243.91,242.36,243.77,243.39758369920813,67.74935935503743,0.0
244,242.83,242.83,241.6337,242.64,243.35138303950384,60.92693893830904,3.2363
245,243.61,244.73,243.48,244.66,243.37120386551533,48.64447834115961,0.0
246,244.23,244.26,242.99,243.01,243.36889011025636,63.47104882407999,0.0
247,243.46,243.59,242.41,242.95,243.36260155364621,45.81795517875584,0.0
248,242.96,243.53,242.64,242.84,243.352149541991,42.81596298924159,0.0
249,242.88,243.51,242.47,243.13,243.3504418696235,42.52463844227189,2.319999999999993
250,243.93,244.38,243.045,243.29,243.35014384115505,57.07662472059445,0.0
251,243.01,243.38,241.31,241.33,243.16574065301168,47.61548659009541,0.0
252,242.51,243.715,242.23,243.49,243.1696380045417,33.45118679375999,0.0
253,243.62,243.72,239.955,241.35,243.10444820631724,51.35128447669435,0.0
254,242.3,242.71,241.575,241.8,243.08852099030568,40.26355513083832,4.424999999999983
255,241.98,242.8,241.76,242.37,242.92657083022664,44.20382178003676,0.0
256,242.12,242.55,240.85,242.19,242.91593287941402,49.05849730621245,0.0
257,243.31,244.2,243.3,244.01,242.96046074968314,48.124891394332565,0.0
258,244.02,244.55,243.76,244.42,242.98163962190313,58.3361430901736,0.0
259,244.4,245.97,244.31,245.56,243.29008967111923,59.71139952830651,5.1200000000000045
260,245.44,245.91,245.33,245.53,243.52811713907727,64.28722595589898,0.0
261,245.06,245.72,244.67,245.66,243.73899082079046,69.98283602831205,0.0
262,246.01,247.0,246.01,246.99,244.12453078787294,66.93183071354356,0.0
263,247.25,247.42,246.47,247.1,245.306927590057,81.31940868356877,0.0
264,246.43,246.91,246.18,246.88,245.8264573172915,81.13653494108917,2.75
265,246.81,246.98,246.28,246.82,246.13580103634544,77.62136573726869,0.0
266,247.7,247.8,247.16,247.42,246.60251351067672,60.582674437848425,0.0
267,247.78,247.79,247.13,247.43,246.87539504680882,61.002735440082006,0.0
268,247.96,248.0,245.68,247.2,246.95595959176117,61.53847770612168,0.0
269,246.7,247.06,246.13,246.91,246.9508145893695,61.29204095115254,2.319999999999993
270,247.38,247.48,246.53,246.77,246.93412285182828,80.18801760561135,0.0
271,247.45,247.5,246.716,247.32,246.98055393837893,71.26069990044493,0.0
272,247.47,247.6,246.37,247.44,246.99557448222097,75.04033648852113,0.0
273,247.31,247.34,246.64,246.96,246.99524840978424,71.84888674493406,0.0
274,247.52,247.79,246.97,247.41,247.0077243807854,59.63480261779698,1.4199999999999875
275,247.5,247.87,247.37,247.87,247.06352303126934,65.09536272231938,0.0
276,247.49,248.91,246.83,247.26,247.065235603171,64.4812664173091,0.0
277,246.46,247.31,246.06,247.25,247.06697288146265,51.20906866591208,0.0
278,246.3,246.44,243.7,243.76,246.59354818326304,51.31012905748912,0.0
279,244.0,244.8,243.75,244.12,246.34593919897026,5.711071019806482,5.210000000000008
280,245.55,246.79,245.55,246.54,246.34718088968523,19.44309608314049,0.0
281,247.0,247.0,246.16,246.51,246.3496191707118,50.357429749148224,0.0
282,247.09,247.57,246.45,246.94,246.35540129746974,48.1806230982082,0.0
283,246.26,246.6,243.09,243.09,246.13981586955867,55.984481184523965,0.0
284,242.95,244.189,242.2,242.71,245.83200664323022,27.554358214088722,5.3700000000000045
285,242.64,243.2,241.83,242.9,245.5340537268721,30.116671555249724,0.0
286,243.6,245.62,243.55,245.44,245.53208959379194,31.219003916065247,0.0
287,244.34,245.05,244.16,244.56,245.50208455780952,47.8537749446494,0.0
288,245.0,245.18,243.75,243.99,245.4932576381355,43.116539086221856,0.0
289,244.89,245.61,244.39,244.56,245.48621723875522,39.794655483016676,3.789999999999992
290,245.17,245.2,244.09,244.57,245.45312654263464,46.310088529616806,0.0
291,243.13,245.15,242.93,244.85,245.4361920245438,46.172487387013774,0.0
292,244.86,246.32,244.62,246.01,245.44420983788072,54.06958523831296,0.0
293,246.75,247.77,246.0473,247.49,245.7605557310688,59.89965437975886,0.0
294,247.98,248.33,247.67,247.84,246.1801521596106,62.676344040402576,5.400000000000006
295,249.62,250.12,249.28,249.72,248.13189889677452,56.76815257230307,0.0
296,250.0,250.07,249.6,249.97,248.46574650045488,57.687110445062636,0.0
297,250.07,250.19,248.92,250.06,248.71431688869458,59.143980665196715,0.0
298,249.87,249.98,249.185,249.39,248.7757840133544,59.39007581596706,0.0
299,249.06,249.63,249.02,249.44,248.85442399142414,61.962519127733614,1.2700000000000102
300,249.16,249.5532,248.08,248.93,248.8552771630224,67.12225184162185,0.0
301,249.45,249.7,248.805,249.08,248.86809961346086,56.64734548303106,0.0
302,249.89,250.49,248.87,250.05,248.8759926145392,58.3884565869012,0.0
303,249.73,250.44,249.63,250.35,248.89071404777113,68.40800048354228,0.0
304,250.37,251.32,250.13,251.23,249.16704515563967,66.77753599494866,3.2399999999999807
305,251.5,252.32,251.2926,252.32,249.62271425085282,87.72513679063087,0.0
306,252.48,252.89,252.23,252.86,250.13033569469897,92.11489958613652,0.0
307,252.72,253.44,252.56,253.16,250.63070926946088,100.0,0.0
308,253.54,254.68,253.196,254.66,251.93533107902036,100.0,0.0
309,254.16,254.7008,253.85,254.37,252.59145427958038,88.9862560625872,3.4081999999999937
310,254.65,254.7,253.65,253.95,252.97869845784138,83.88381508411261,0.0
311,254.59,255.05,253.98,254.62,253.46408678519796,77.09766437128954,0.0
312,254.53,255.02,254.32,255.02,253.9058648727747,76.01609442880864,0.0
313,254.68,255.06,254.365,254.64,254.06377017973168,75.94668110817628,0.0
314,255.15,255.27,254.64,254.95,254.23861741833213,72.17414957076825,1.6200000000000045
315,255.2,255.51,254.82,255.29,254.41688908777363,72.62763244644168,0.0
316,255.24,255.52,254.98,255.47,254.57922582313293,78.2299292031773,0.0
317,255.92,255.95,255.5,255.72,254.75249584102735,82.86180893757471,0.0
318,254.83,255.83,254.35,255.79,254.8281770396995,82.4901737742402,0.0
319,256.73,257.14,255.7744,257.11,255.27937664533982,81.94543818154067,2.789999999999992
320,257.51,257.51,256.02,256.11,255.36921578834762,85.79153958814378,0.0
321,256.56,256.83,256.15,256.56,255.48592297117776,67.53996388090621,0.0
322,256.23,256.31,254.0,255.29,255.48420265364786,66.62144208627683,0.0
323,256.01,256.3,255.48,255.62,255.48819301821186,51.69794844598651,0.0
324,256.47,257.89,255.6254,257.71,255.67786488081356,44.99318024551126,3.8899999999999864
325,257.09,257.6,256.41,256.75,255.71089392064175,68.92614254103805,0.0
326,257.21,257.44,256.805,257.15,255.76218763110265,58.485167882210966,0.0
327,258.1,258.43,257.07,257.49,255.8272281381705,62.30348867575699,0.0
328,257.43,257.75,256.19,257.59,255.89476404751142,63.62537117918611,0.0
329,257.82,258.5,257.3,258.45,255.966850837613,63.440162560526424,2.3100000000000023
330,258.31,259.0,258.22,258.85,256.215495964873,68.09491645175662,0.0
331,259.0,259.35,258.09,258.67,256.36628117455564,69.69441574840629,0.0
332,258.46,259.22,258.15,259.11,256.90133668608615,67.3899966127169,0.0
333,257.74,258.39,256.36,258.17,257.0105114748016,66.99934540657434,0.0
334,257.71,258.2926,257.37,258.09,257.0243444563979,60.19217428560675,2.990000000000009
335,257.32,258.59,257.27,258.33,257.14465952882495,57.86746277521893,0.0
336,257.44,257.85,256.52,257.73,257.157492631314,66.52108812588716,0.0
337,256.62,257.22,255.63,256.44,257.13219738375625,56.86145225873409,0.0
338,257.52,259.04,257.4748,258.62,257.16591334083614,34.10184206662582,0.0
339,258.2,258.5882,257.77,257.86,257.1750103861387,59.24686030811762,3.410000000000025
340,265.6,266.38,265.4793,266.31,263.5535613903884,78.97565759573189,0.0
341,266.6,267.32,266.345,266.78,263.9802970009378,79.41591692738433,0.0
342,267.05,267.56,266.65,266.75,264.37775565126805,81.70845010407379,0.0
343,267.09,267.22,265.6,265.66,264.3976162487313,80.69371356310332,0.0
344,265.54,267.04,265.39,266.51,264.5246704155921,68.0601692209801,2.170000000000016
345,273.32,274.1,272.98,273.92,269.94336455264863,90.97180640431137,0.0
346,274.43,275.25,274.081,274.54,271.09883146352973,82.62864739063153,0.0
347,273.71,274.42,272.92,274.12,271.8264585889646,88.25573003195527,0.0
348,274.75,276.12,274.56,276.12,272.98283467005365,83.9438133197504,0.0
349,276.43,278.11,276.0819,277.92,274.38685058130955,87.22596164889441,5.189999999999998
350,285.99,286.43,284.5,284.68,283.14683266165235,90.16256607886139,0.0
351,283.2,284.736,281.22,281.76,283.0604841129373,75.82867764339677,0.0
352,282.75,283.3,280.68,281.9,283.0270021376821,60.8897554056618,0.0
353,281.1,283.06,280.68,281.58,282.98112482207614,58.921724232379894,0.0
354,280.0,280.23,275.41,275.45,282.5746981863958,34.70140939873582,11.019999999999982
355,273.47,275.85,263.31,263.93,278.23804729047106,1.1241255407343829,0.0
356,259.73,269.7,258.7,269.13,277.2219934406266,0.4292092203337319,0.0
357,268.46,272.36,267.58,267.67,276.06778244602395,24.87768849349861,0.0
358,268.0,268.17,257.59,257.63,272.74153222603985,24.471083779571998,0.0
