,SPY_open,SPY_high,SPY_low,SPY_close,KAMA,DYMI,weekly_range
0,209.2,209.7295,207.2,208.27,0.0,0.0,0.0
1,206.48,208.289,205.78,206.99,0.0,0.0,0.0
2,206.2,208.68,204.18,205.33,0.0,0.0,0.0
3,205.44,207.43,205.14,205.86,0.0,0.0,0.0
4,203.38,204.14,201.51,201.88,0.0,0.0,8.21950000000001
5,193.05,193.41,189.82,192.11,198.50008393524212,1.9908120452493705,0.0
6,193.85,194.55,191.14,193.66,197.67766522234464,21.569408680330938,0.0
7,194.53,194.86,188.38,188.87,194.93948282396772,25.72996518268556,0.0
8,189.55,193.26,187.66,191.89,194.41642998895065,15.280460351081729,0.0
9,186.79,188.76,185.52,187.83,193.1780043637975,28.131697910588528,9.340000000000003
10,192.5,194.58,191.84,193.65,190.5796010389417,58.04606038873881,0.0
11,191.9,191.97,189.54,190.11,190.5733130820057,56.231221313940424,0.0
12,191.37,191.78,187.1,191.23,190.60132591786484,51.63397785633669,0.0
13,190.72,192.75,189.96,191.53,190.63642640647586,51.553242050596964,0.0
14,190.97,191.6696,187.2,187.98,190.58831976176637,57.17980511861164,7.480000000000018
15,185.75,186.12,182.8,185.35,190.50317322050873,46.32240333557655,0.0
16,183.38,186.94,183.2,185.35,190.25837207898465,42.10427485959205,0.0
17,186.44,188.34,185.12,185.31,190.1252875506573,40.994919178613706,0.0
18,182.38,184.1,181.09,183.03,189.6244990498689,35.11788622688732,0.0
19,184.93,186.65,183.96,186.65,189.32781902277293,32.41051988237494,7.25
20,195.08,196.23,193.33,193.56,191.96469514024366,71.76191033462787,0.0
21,195.05,198.21,194.4542,198.21,192.6409366973631,64.431232086704,0.0
22,197.7,199.06,197.25,199.03,193.15719066602995,73.36027521497739,0.0
23,198.7,199.795,198.11,199.77,193.92712110764995,78.32597358371949,0.0
24,200.0,201.35,199.03,200.36,194.7370315507305,77.42206784833789,8.019999999999982
25,199.4,201.07,199.25,200.63,195.27027848326802,76.40452085205669,0.0
26,199.3,199.92,198.21,198.36,195.57504302563882,74.60810756451957,0.0
27,199.36,199.79,198.43,199.41,195.96203288728427,63.294023083731645,0.0
28,199.9,201.07,197.38,199.54,196.19756194729112,66.34817759697069,0.0
29,201.25,202.81,199.5179,202.76,197.07846410499704,63.477451041348786,5.430000000000007
30,202.2,203.04,201.77,202.53,198.1880550057513,77.61050732866869,0.0
31,201.32,202.5307,201.05,202.2,198.5823283462348,75.4072847021875,0.0
32,201.62,203.82,201.55,203.39,199.0949303202331,70.83704132854713,0.0
33,203.26,205.23,202.77,204.79,199.78284125626226,75.30158720413591,0.0
34,204.2,204.78,203.8,204.52,200.22729832206542,82.7662423542888,4.179999999999978
35,206.84,207.07,205.89,206.29,203.41563156883322,73.92289614116777,0.0
36,204.64,206.2642,203.89,204.14,203.42293291930235,68.60693138751978,0.0
37,204.27,206.49,203.98,206.46,203.5016841802174,48.57636184784102,0.0
38,205.18,205.56,203.09,203.89,203.50529343401084,58.467015430040966,0.0
39,205.32,205.85,203.87,204.48,203.5211000655247,45.45914545088004,3.9799999999999898
40,208.28,208.66,207.54,208.59,206.62609778740318,67.0197071323957,0.0
41,209.02,209.52,208.36,209.0,206.9011463228146,59.214444487684155,0.0
42,208.46,209.81,208.05,209.38,207.03135099274343,62.21135570078183,0.0
43,208.49,209.76,206.96,207.42,207.03670184209088,72.76919654309707,0.0
44,206.71,207.13,205.03,206.3,207.01251019058662,19.428230797552303,4.780000000000001
45,206.9,208.18,206.41,208.03,207.03730837173376,15.852995803351675,0.0
46,206.5,206.8,205.28,206.13,206.94993683510916,46.00384073914919,0.0
47,205.0,205.85,204.42,204.96,206.68609618211156,37.50368589300199,0.0
48,205.57,205.98,204.47,204.95,206.50204076898393,33.03915065532621,0.0
49,204.04,205.77,203.88,205.7,206.4457925221748,28.32431066517205,4.300000000000011
50,205.58,206.4,205.36,205.89,206.4154845630767,32.86690725460036,0.0
51,206.64,208.5,206.64,208.46,206.43283412046023,34.032357868198844,0.0
52,207.89,208.54,206.5,206.5,206.4353703487221,54.511171811636096,0.0
53,207.29,207.4899,205.37,206.55,206.43676416089409,44.050632813293326,0.0
54,206.23,206.86,204.38,204.72,206.40177770997445,45.00123358083687,4.159999999999997
55,204.95,207.34,204.89,206.81,206.40797301527402,36.32339339856253,0.0
56,206.44,206.8,204.23,204.82,206.38233194399447,46.92901332892627,0.0
57,204.44,206.3,203.63,204.91,206.37569749426564,42.10602599843299,0.0
58,204.0,204.54,202.78,204.24,206.35451611124356,44.237911450154165,0.0
59,204.95,206.1,204.86,205.49,206.34972030421204,37.66996744818282,4.560000000000002
60,205.48,205.84,204.985,205.16,206.33811227380278,49.41754123032383,0.0
61,206.15,208.24,206.14,207.87,206.35105217128978,48.89570959721933,0.0
62,208.64,209.77,207.8691,209.26,206.46572113765112,69.34455965380708,0.0
63,209.47,209.71,208.97,209.34,206.58031665248203,88.2602872570486,0.0
64,209.55,210.25,209.47,210.21,207.0319147548929,65.08135489365588,5.264999999999986
65,210.71,211.77,210.51,211.39,209.69885158946602,69.27654219204881,0.0
66,211.56,212.34,211.5,211.7,210.308389384008,82.43918793367166,0.0
67,211.8,212.52,211.6899,212.39,210.857582995365,83.19642507453347,0.0
68,211.49,212.22,211.19,212.04,211.04486185434837,88.35546720338867,0.0
69,210.43,210.86,209.43,210.03,211.0291822508027,82.05337582598195,3.0900000000000034
70,209.34,210.37,208.35,208.42,210.91987491115123,33.30356412766561,0.0
71,207.97,208.74,206.9199,208.09,210.78736787789114,23.704787973562603,0.0
72,208.57,209.36,207.53,207.78,210.592321232538,13.149859200301435,0.0
73,206.74,208.57,205.59,208.35,210.44113121613802,33.059236102105615,0.0
74,207.14,207.2,205.75,206.53,210.05947147465633,35.63628853263353,4.780000000000001
75,208.84,209.61,207.75,207.91,209.88129061047823,27.23701057225847,0.0
76,208.26,208.92,207.78,208.41,209.77281846429045,38.638954679634686,0.0
77,208.69,209.5,207.93,208.03,209.56171482039545,40.67372648292745,0.0
78,209.83,210.87,209.27,210.87,209.58198540772756,39.93853219654027,0.0
79,204.0,210.8463,202.72,203.13,208.99273106550427,76.84035637416599,8.150000000000006
80,201.59,201.6,198.65,199.53,207.9023241415824,24.050536570515263,0.0
81,201.66,203.23,201.12,203.22,207.72797665818717,22.236323357045507,0.0
82,204.83,206.93,204.72,206.71,207.71986110194027,38.876081353593825,0.0
83,207.18,209.54,206.56,209.53,207.73441233233223,51.5457094419706,0.0
84,209.29,210.49,209.29,209.79,207.77358001269562,60.41530721788368,11.840000000000003
85,213.16,214.07,212.95,213.45,208.60275602865616,62.57681354345964,0.0
86,214.51,215.3,214.25,215.0,210.62228756089934,63.673493128863576,0.0
87,215.42,215.45,214.35,214.93,211.8376852710232,67.10049755484144,0.0
88,216.34,216.67,215.66,216.11,212.93466870139582,64.69070456547932,0.0
89,216.79,217.0125,215.308,215.84,213.4849505161239,81.58583409504864,4.0625
90,215.95,216.6,215.67,216.41,214.0564015685656,59.86540200039002,0.0
91,215.88,216.23,215.63,216.18,214.7320625863321,60.079324695398014,0.0
92,216.75,217.37,216.24,217.13,215.48174726277537,59.424492871721505,0.0
93,216.92,217.22,215.75,216.22,215.6531002697005,60.42974906655371,0.0
94,216.39,217.3,216.1,217.25,215.94745359727466,58.734681545185985,1.740000000000009
95,217.0,217.06,215.97,216.64,216.02067065244003,61.9298805248878,0.0
96,216.53,217.17,215.76,216.75,216.063459568401,61.9118263049915,0.0
97,217.17,217.27,215.62,216.51,216.085167126188,75.51878269222446,0.0
98,216.26,217.11,215.75,216.8,216.1000442002298,66.51961685234917,0.0
99,216.45,217.54,216.13,217.15,216.14796225810608,66.54551724427637,1.9199999999999875
100,217.15,217.65,216.405,216.93,216.16075523137184,64.67863512705063,0.0
101,216.64,216.83,214.57,215.52,216.15001724981755,46.69905834385045,0.0
102,215.45,216.245,215.13,216.23,216.1519807669704,22.113974447983807,0.0
103,216.3,216.78,214.25,216.43,216.1541817131264,49.37664221796116,0.0
104,217.19,218.23,217.07,218.14,216.20258628572088,49.07213952041168,3.9799999999999898
105,218.39,218.52,217.74,218.05,216.29512429898256,71.8148838738791,0.0
106,218.12,218.76,217.8,218.22,216.3958367435349,68.37091823040856,0.0
107,218.29,218.4038,217.23,217.63,216.43672117311107,66.62792697343937,0.0
108,218.25,218.94,217.95,218.68,216.56451295156896,55.29067611444551,0.0
109,218.26,218.71,217.99,218.41,216.6261107665468,66.993296907349,1.710000000000008
110,218.89,219.5,218.88,219.09,216.78452502966994,63.07834440522615,0.0
111,218.56,218.68,217.96,217.96,216.88143502800676,69.0091748754411,0.0
112,217.98,218.53,217.02,218.38,216.99042669228425,55.10408662815713,0.0
113,218.31,218.9,218.21,218.9,217.1497470307691,57.35120598445161,0.0
114,218.34,218.75,217.74,218.56,217.16762620681067,62.04530545892542,2.4799999999999898
115,218.25,218.8,217.83,218.51,217.18618434869376,64.43525099094994,0.0
116,219.23,219.6,218.9,218.93,217.22168153657572,61.61148363670138,0.0
117,218.8,218.91,217.36,217.88,217.22700229812833,64.49737296102882,0.0
118,217.4,218.19,217.22,217.66,217.24181303233132,44.92043392695937,0.0
119,217.9,219.12,216.25,217.28,217.24326683354047,43.065777069193324,3.3499999999999943
120,217.43,218.665,217.4,218.34,217.26642293401628,38.599043806968126,0.0
121,218.25,218.59,217.35,217.98,217.2696275852135,53.340185467120264,0.0
122,217.64,217.75,216.465,217.44,217.27509230691803,45.11328461189271,0.0
123,217.38,217.73,216.03,217.37,217.28199587932187,40.9318874933721,0.0
124,218.36,218.87,217.7,218.36,217.2903337220795,36.58822829978212,2.8400000000000034
125,214.1,214.88,213.03,213.41,216.08195992588657,36.815467314497454,0.0
126,214.43,214.59,213.38,213.42,215.88006462760578,37.40043797006593,0.0
127,214.22,216.03,213.44,215.82,215.87836349940343,38.10397897971292,0.0
128,216.99,217.53,216.71,217.18,215.89295049883955,49.289783668778036,0.0
129,216.73,216.88,215.88,215.99,215.89572622559018,53.00730430667576,4.5
130,215.02,215.23,214.01,214.24,215.85483377590808,47.30295237043324,0.0
131,214.03,215.68,213.62,215.57,215.84566425034066,41.54199178305651,0.0
132,215.81,216.82,214.71,216.64,215.88546455732975,47.55460613950714,0.0
133,216.39,216.87,214.04,214.68,215.87520264182515,59.75304270678114,0.0
134,215.67,217.12,215.36,216.3,215.89272710763012,46.30435485498415,3.5
135,215.81,216.04,215.04,215.78,215.8893709171031,58.44236893790419,0.0
136,215.86,216.17,213.99,214.68,215.87265335781873,55.95519252074322,0.0
137,215.37,216.13,215.33,215.63,215.87134535279165,47.010709260246,0.0
138,215.39,216.04,214.735,215.78,215.86963239992818,55.202701732462955,0.0
139,216.06,216.3,214.19,215.04,215.8585386173903,55.8233777734927,2.3100000000000023
140,216.14,216.7,215.985,216.16,215.8676654571115,51.57627853641261,0.0
141,215.64,215.74,212.58,213.43,215.79533239406865,52.642533855340176,0.0
142,213.61,214.32,213.01,213.71,215.69212687146322,37.09093229890041,0.0
143,212.15,213.59,211.21,213.01,215.61822840528896,36.649863938468926,0.0
144,214.14,214.69,213.03,213.12,215.40452863614004,40.438418503595805,5.489999999999981
145,213.07,213.39,212.17,212.38,215.12863695695833,37.53206449169705,0.0
146,214.24,214.31,213.27,213.71,215.10447182744684,30.784693525868988,0.0
147,214.0,214.64,213.6,214.28,215.08323573171708,45.325378506289205,0.0
148,213.85,214.53,213.11,213.88,215.03714483441968,44.96457972262096,0.0
149,212.95,214.08,212.76,213.98,215.0153724681481,43.66625211379941,2.469999999999999
150,214.98,215.32,214.48,214.89,215.01209491348376,47.55460237778823,0.0
151,214.7,214.98,213.98,214.17,214.9954585862526,52.43674854659091,0.0
152,213.22,214.42,212.93,213.74,214.9897346954255,45.92325807166746,0.0
153,214.57,214.62,213.08,213.17,214.97782453084443,44.824371643223635,0.0
154,213.13,213.93,211.71,212.54,214.943252569754,36.45621718409149,3.609999999999985
155,212.95,213.19,212.36,212.55,214.92693583068856,39.43448707157033,0.0
156,212.9,212.99,209.6,211.01,214.47143368350237,21.033537322746383,0.0
157,210.67,211.1,209.23,209.74,213.3813944941845,0.29198210570919514,0.0
158,210.01,210.24,208.46,208.78,212.2556515470583,0.20987061547981511,0.0
159,208.91,209.89,208.38,208.55,211.27562183752477,0.16615441999988434,4.810000000000002
160,211.47,213.19,211.3,213.15,211.3236737325107,0.16595236296475946,0.0
161,212.72,214.77,212.38,214.11,211.33646009966952,64.50777102738539,0.0
162,212.47,217.1,212.34,216.44,211.51803803551735,69.30418871470258,0.0
163,217.35,218.31,215.22,216.92,211.82423222459587,83.93166629755586,0.0
164,216.13,216.7,215.32,216.42,212.10214466943367,66.26046666550405,7.009999999999991
165,216.99,217.27,215.72,216.59,212.38504620882273,64.80561468593919,0.0
166,217.0,218.28,216.8,218.28,213.3113682724555,57.45806938575044,0.0
167,217.52,218.14,217.42,217.87,214.28250550171575,60.54052695701019,0.0
168,218.04,219.06,217.92,218.99,215.74167172866186,72.15039793581272,0.0
169,219.04,219.27,218.29,218.5,216.5294919037044,75.20536539898644,3.5500000000000114
170,226.42,226.96,225.76,226.25,222.66648536064926,100.0,0.0
171,227.01,228.34,227.0,227.76,223.8154054627309,80.18385966348119,0.0
172,227.41,228.23,225.365,225.88,224.07563608704467,83.5431109546142,0.0
173,226.13,227.81,225.8904,226.81,224.6121336051121,66.62410998955724,0.0
174,225.99,226.08,224.67,225.04,224.65309169888974,72.71577440721308,3.670000000000016
175,226.9,227.0701,226.4163,226.46,224.86562439748334,63.86301068504791,0.0
176,226.47,227.45,226.01,226.46,224.88871358655368,58.417257610785065,0.0
177,226.38,227.1,225.59,227.1,224.92364705683997,59.8191019622556,0.0
178,226.5,226.75,224.955,226.53,225.02501757714185,61.01092807564385,0.0
179,226.75,227.4,226.69,227.05,225.1906711620397,59.59231586121897,2.494999999999976
180,228.18,228.2,226.41,227.55,226.1521771962173,65.30700807292997,0.0
181,227.01,227.6,226.32,227.53,226.18669590776244,52.952130594892424,0.0
182,228.28,228.59,226.94,227.62,226.21151605927795,51.091819917985326,0.0
183,227.24,228.1,226.82,227.77,226.28819953244303,53.620141829995525,0.0
184,228.85,229.55,228.46,229.34,226.50041595117048,53.222577211383395,3.230000000000018
185,228.89,229.326,228.54,228.93,226.69428734332067,66.99791543650237,0.0
186,229.36,229.6556,228.72,228.94,226.77865378369117,61.608247763348906,0.0
187,228.59,229.39,228.31,229.24,226.80736157498743,65.2639724938791,0.0
188,229.57,230.95,229.52,230.6,226.95742599782815,65.15001307019773,0.0
189,231.0,231.77,230.6216,231.51,227.39386285061653,75.72735843345848,3.460000000000008
190,236.61,237.31,236.35,237.11,236.45897442194553,79.12917645757759,0.0
191,236.71,236.95,236.015,236.47,236.46119369232088,79.42080042380205,0.0
