,VBM,ATR,weekly_range
210,-126.95651808489637,1.8162285714285693,0.0
211,-126.04972225816016,1.8701571428571404,0.0
212,-125.50403435548111,1.750871428571427,0.0
213,-134.0841114434407,1.7047999999999999,0.0
214,-135.7502553878972,1.6790857142857132,4.967199999999991
215,-136.1858961184871,1.6480142857142823,0.0
216,-138.7637348380129,1.5537285714285665,0.0
217,-145.35151734016503,1.5456928571428534,0.0
218,-149.84018000513458,1.4858714285714245,0.0
219,-148.83085730411847,1.413014285714281,2.0200000000000102
220,-153.27760084925717,1.3601571428571393,0.0
221,-151.1937064636321,1.3158714285714268,0.0
222,-159.9755426795988,1.1955142857142838,0.0
223,-159.20581522943078,1.2333714285714268,0.0
224,-168.3475135790034,1.0840928571428574,2.0600000000000023
225,-168.406950197542,1.061235714285715,0.0
226,-169.30532761450314,1.0512357142857138,0.0
227,-160.7813720093704,1.291235714285715,0.0
228,-158.96646732436938,1.3855214285714286,0.0
229,-153.58853451156577,1.4726642857142878,5.239999999999981
230,-155.40124813219663,1.5240928571428611,0.0
231,-161.68305641798412,1.4921285714285761,0.0
232,-164.19423537348376,1.4676642857142883,0.0
233,-164.40539207189425,1.4983785714285744,0.0
234,-174.1135759400187,1.4769500000000042,3.2600000000000193
235,-178.40210023118198,1.4621428571428592,0.0
236,-181.21238346249146,1.4500000000000028,0.0
237,-183.2815388851735,1.2185714285714286,0.0
238,-182.44117480381615,1.1357142857142881,0.0
239,-173.7920010844452,1.1892857142857167,3.0600000000000023
240,-175.15811177858376,1.16357142857143,0.0
241,-174.93503166062703,1.2007142857142858,0.0
242,-171.09056243517367,1.2564285714285737,0.0
243,-167.75709126608433,1.2857142857142878,0.0
244,-162.26697425026467,1.4061642857142869,3.2363
245,-162.02308745842276,1.5104500000000018,0.0
246,-160.44199284138597,1.541164285714286,0.0
247,-161.38239905968885,1.4868785714285724,0.0
248,-161.0393044858019,1.4597357142857175,0.0
249,-176.18179446835532,1.4954500000000013,2.319999999999993
250,-181.19213838003125,1.5286642857142871,0.0
251,-183.35253208010016,1.5986642857142885,0.0
252,-176.66574478367863,1.686164285714286,0.0
253,-165.8842222639984,1.7365214285714277,0.0
254,-162.81970892049756,1.7593785714285721,4.424999999999983
255,-151.65467901598265,1.6989285714285711,0.0
256,-150.08404198068794,1.7010714285714303,0.0
257,-144.2912353125794,1.7603571428571436,0.0
258,-144.50245918758438,1.753214285714287,0.0
259,-139.65605906486653,1.7975000000000014,5.1200000000000045
260,-144.11186075713988,1.7435714285714283,0.0
261,-148.3236384902517,1.6707142857142867,0.0
262,-146.9932833627628,1.5960714285714306,0.0
263,-148.49884359815448,1.395000000000002,0.0
264,-151.7476822698227,1.3635714285714289,2.75
265,-153.3890857262291,1.3007142857142864,0.0
266,-159.6887563221372,1.277142857142859,0.0
267,-166.19690235690234,1.1507142857142867,0.0
268,-163.24765056254134,1.1928571428571442,0.0
269,-166.43727598566312,1.1949999999999992,2.319999999999993
270,-166.83419483101406,1.1414285714285686,0.0
271,-169.17451760121716,1.0538571428571402,0.0
272,-169.52467615886974,1.0852857142857093,0.0
273,-176.02260763561827,1.023857142857139,0.0
274,-185.6110483800923,1.0417142857142818,1.4199999999999875
275,-204.78928183155352,1.0024285714285668,0.0
276,-200.31880977683352,1.0552857142857082,0.0
277,-202.3161950480043,1.0767142857142804,0.0
278,-192.5460122699388,1.2645714285714251,0.0
279,-200.44397983027935,1.2895714285714266,5.210000000000008
280,-192.57590246234776,1.4102857142857101,0.0
281,-193.30387205387234,1.4231428571428535,0.0
282,-196.1693795129119,1.3374285714285687,0.0
283,-189.44212721585015,1.5359999999999974,0.0
284,-183.53497746549877,1.610214285714284,5.3700000000000045
285,-184.1932661643106,1.652071428571426,0.0
286,-172.56753519814797,1.758499999999998,0.0
287,-172.75560140729613,1.7927857142857115,0.0
288,-171.89929538437215,1.835642857142856,0.0
289,-168.51489769986804,1.9156428571428563,3.789999999999992
290,-162.99899362630018,1.8463571428571421,0.0
291,-157.1310803764311,1.9156428571428563,0.0
292,-156.70529114726938,1.7834999999999976,0.0
293,-151.65894566792602,1.8342142857142838,0.0
294,-157.5121266589518,1.7034999999999993,5.400000000000006
295,-154.6001128862057,1.4071428571428604,0.0
296,-158.5864721551445,1.2821428571428604,0.0
297,-164.72232969640677,1.2514285714285762,0.0
298,-162.63735697350776,1.1882142857142892,0.0
299,-165.91006423982864,1.1717857142857164,1.2700000000000102
300,-177.21481629971154,1.0705857142857147,0.0
301,-182.23712927014182,1.0473714285714277,0.0
302,-184.1183581766134,1.1009428571428563,0.0
303,-195.80438558402076,1.1009428571428563,0.0
304,-195.8340892323693,0.991657142857142,3.2399999999999807
305,-196.87534368775425,1.0066571428571425,0.0
306,-200.90894212732738,1.009514285714285,0.0
307,-203.00032970656108,1.020942857142856,0.0
308,-206.76453805052634,1.020942857142856,0.0
309,-213.02593852103735,1.0152857142857121,3.4081999999999937
310,-217.37399262395851,1.0567142857142824,0.0
311,-214.95938261575947,1.0445714285714263,0.0
312,-230.81962418659052,1.0320714285714274,0.0
313,-235.9953781355995,1.0381428571428566,0.0
314,-239.71943284817007,0.9779142857142874,1.6200000000000045
315,-241.06161925271053,0.9632714285714314,0.0
316,-264.3888179834488,0.8861285714285755,0.0
317,-270.91632131943527,0.862557142857146,0.0
318,-262.56333589235874,0.8832714285714331,0.0
319,-255.15109511470916,0.9029571428571452,2.789999999999992
320,-259.553077911735,0.9622428571428604,0.0
321,-260.6553075779382,0.9508142857142872,0.0
322,-241.07015702194204,1.0251000000000008,0.0
323,-244.36604581872623,1.0364714285714314,0.0
324,-231.1723914361022,1.1236142857142883,3.8899999999999864
325,-225.86413297740629,1.137899999999998,0.0
326,-232.32012557271372,1.1371857142857107,0.0
327,-228.8702463184402,1.1846857142857121,0.0
328,-229.5844747903554,1.251114285714282,0.0
329,-226.18374631207595,1.2875428571428529,2.3100000000000023
330,-229.1823908145403,1.3046857142857067,0.0
331,-230.3736989189152,1.3603999999999965,0.0
332,-224.97589858946887,1.3311142857142844,0.0
333,-212.99491668112583,1.4300000000000008,0.0
334,-215.0681431005109,1.3894714285714278,2.990000000000009
335,-212.16460384858595,1.4323285714285723,0.0
336,-211.00046609475544,1.3787571428571437,0.0
337,-204.05822942491085,1.4566142857142867,0.0
338,-191.8345203328982,1.4801857142857184,0.0
339,-192.055894875345,1.448042857142866,3.410000000000025
340,-152.9824023274563,1.8361785714285719,0.0
341,-154.1038322662861,1.7699428571428573,0.0
342,-153.49850258644113,1.793514285714289,0.0
343,-156.04523919961383,1.8578000000000015,0.0
344,-153.29153961939303,1.9220857142857182,2.170000000000016
345,-159.3000221154608,1.4067857142857219,0.0
346,-166.62929505953875,1.3525000000000043,0.0
347,-180.67841189217322,1.3653571428571476,0.0
348,-182.6990408259639,1.3910714285714343,0.0
349,-181.3803815321667,1.439150000000004,5.189999999999998
350,-146.58948458283598,2.1843999999999943,0.0
351,-144.63397679268496,2.34054285714285,0.0
352,-142.7697463898846,2.4119714285714218,0.0
353,-137.41515079774763,2.4391142857142785,0.0
354,-129.26296830981005,2.734964285714276,11.019999999999982
355,-111.0793409349529,3.351392857142851,0.0
356,-95.63896006940959,3.917107142857138,0.0
357,-94.20331128084563,4.159964285714283,0.0
358,-88.46819739728811,4.824964285714283,0.0
359,-79.56786752541724,5.40425,22.930000000000035
360,-55.522338537087066,5.578178571428585,0.0
361,-50.560220923096765,5.118178571428585,0.0
362,-51.79845280745694,5.126750000000009,0.0
363,-51.7661488143908,4.883178571428579,0.0
364,-50.96716471325039,4.469607142857151,14.100000000000023
365,-50.471066388442516,4.4531785714285785,0.0
366,-52.06460905802276,4.3746071428571485,0.0
367,-51.772604964298814,4.180321428571436,0.0
368,-51.51134197729754,4.005321428571433,0.0
369,-49.29780184286638,4.111428571428576,11.259999999999991
370,-49.69436922296612,4.0157071428571465,0.0
371,-52.35154436391335,3.98713571428572,0.0
372,-57.76889905611645,3.9828500000000013,0.0
373,-60.63782314408239,3.830707142857144,0.0
374,-61.430588334457084,3.684278571428572,6.270000000000039
375,-65.09793671781311,4.931835714285713,0.0
376,-64.14416781250746,4.938264285714283,0.0
377,-60.85794629987855,5.252907142857142,0.0
378,-59.552485388143836,5.317192857142855,0.0
379,-59.671770613563496,5.773621428571425,11.969999999999999
380,-58.35525819331244,3.881071428571423,0.0
381,-54.041069189679,3.8054428571428542,0.0
382,-55.56748547454243,3.8197285714285676,0.0
383,-55.79532485099549,3.5322428571428555,0.0
384,-55.71654277840371,3.2979571428571433,7.126199999999983
385,-58.82467435751622,3.1850999999999976,0.0
386,-60.5294191972371,3.237957142857141,0.0
387,-64.45248862166962,3.2150999999999987,0.0
388,-68.2029042445489,3.2708142857142826,0.0
389,-66.47485334842035,3.45575714285714,8.839999999999975
390,-67.69182856637538,3.3457571428571384,0.0
391,-70.84577399504353,3.3989714285714245,0.0
392,-71.2499064503522,3.418614285714284,0.0
393,-72.28373800916576,3.378614285714284,0.0
394,-73.63481931546715,3.309328571428572,8.0
395,-80.45038409926762,2.9538857142857102,0.0
396,-83.34316117082572,2.9303142857142865,0.0
397,-85.19944972345797,2.7906571428571403,0.0
398,-85.75180346398061,2.8092285714285725,0.0
399,-87.17980402415657,2.640657142857143,4.050000000000011
400,-87.09359946589073,2.6163714285714303,0.0
401,-90.96595307387943,2.5513714285714286,0.0
402,-92.76022933656222,2.4149428571428553,0.0
403,-91.51813766339548,2.1964285714285716,0.0
404,-95.34207495884328,2.1450000000000022,3.4700000000000273
405,-102.15947715466726,2.4392857142857207,0.0
406,-102.64242680477744,2.3250000000000006,0.0
407,-102.79985452203923,2.3800000000000034,0.0
408,-106.05246580818657,2.3685714285714305,0.0
409,-107.29200793704759,2.403571428571431,4.099999999999966
410,-113.22264660794552,2.298571428571429,0.0
411,-121.47302032235464,2.2364285714285717,0.0
412,-121.97004933051446,2.1850000000000023,0.0
413,-120.64167486803257,2.093571428571429,0.0
414,-123.76313920454547,2.243571428571426,4.1299999999999955
415,-124.0481927710843,2.085714285714285,0.0
416,-123.78132118451016,2.009999999999999,0.0
417,-125.85433975605419,1.928928571428571,0.0
418,-128.30758226037182,1.878928571428572,0.0
419,-130.48221485529942,1.8760714285714317,3.1900000000000546
420,-124.31106243154419,2.1825000000000045,0.0
421,-123.37382321086373,2.1353571428571456,0.0
422,-120.58049959709898,2.3314285714285745,0.0
423,-117.86255924170607,2.45071428571429,0.0
424,-116.29150306266662,2.5642857142857207,5.375
425,-114.40333975594089,2.8232142857142923,0.0
426,-116.06358668653743,2.686071428571434,0.0
427,-115.8473482062596,2.7689285714285745,0.0
428,-109.42039900648972,2.7882142857142873,0.0
429,-111.90889052167516,2.768571428571428,3.430000000000007
430,-111.88955996548736,2.434500000000002,0.0
431,-111.0539736506585,2.4866428571428605,0.0
432,-111.24382342354112,2.2320000000000033,0.0
433,-111.35015752379071,2.113428571428577,0.0
434,-111.94717303459346,1.9855714285714328,2.769999999999982
435,-113.4823127912316,1.8834285714285752,0.0
436,-116.80650113469464,1.8691428571428617,0.0
437,-116.1533909727469,1.9270000000000047,0.0
438,-121.30210104032052,1.7766428571428645,0.0
439,-115.97103918228248,1.8409285714285812,5.310000000000002
440,-118.67677396116414,1.9280714285714364,0.0
441,-117.26863951430911,1.905928571428579,0.0
442,-124.62272370452773,1.8651071428571495,0.0
443,-121.49165848871428,2.0186785714285764,0.0
444,-128.72852160372005,2.0447285714285743,4.497699999999952
445,-130.68651234787603,1.9939071428571455,0.0
446,-133.3443231608741,2.0117642857142886,0.0
447,-138.66276645064156,1.9667642857142889,0.0
448,-144.50014685989547,1.9721214285714308,0.0
449,-146.72538566535312,2.0678357142857147,3.6499999999999773
450,-148.7470523312966,2.069978571428574,0.0
451,-147.04061213193893,2.000692857142858,0.0
452,-139.1866062784031,2.194978571428566,0.0
453,-137.10448264048563,2.1821214285714268,0.0
454,-137.1358630997771,2.1721285714285687,5.400099999999952
455,-139.30639167024967,2.0892714285714282,0.0
456,-138.3814227076849,2.0636642857142857,0.0
457,-143.05487534690613,1.9040214285714316,0.0
458,-143.11213467888751,1.9170428571428602,0.0
459,-141.36572226656008,1.9235785714285742,2.6100000000000136
460,-136.16115125114874,1.9964357142857156,0.0
461,-135.12766465534574,1.999828571428574,0.0
462,-134.6077692498988,2.0569428571428596,0.0
463,-140.26895088934197,1.9955142857142911,0.0
464,-136.79099060590835,1.9333714285714296,3.0600000000000023
465,-150.2170379727904,1.7782500000000059,0.0
466,-149.58987579095353,1.8655714285714322,0.0
467,-154.10768121641084,1.7948857142857182,0.0
468,-150.46939237965742,1.8570285714285717,0.0
469,-156.7321875605827,1.8748857142857145,4.910000000000025
470,-161.90555182077716,1.8741714285714295,0.0
471,-165.11133634873917,1.820364285714285,0.0
472,-159.36564751820728,1.8446499999999975,0.0
473,-158.6477913982785,1.8475071428571417,0.0
474,-158.2214395773717,1.8396499999999978,2.829999999999984
475,-157.21835685921175,1.8135785714285686,0.0
476,-159.57802301923329,1.7882214285714286,0.0
477,-159.48288024077513,1.7861928571428547,0.0
478,-152.57251925249926,1.9854785714285705,0.0
479,-147.25308102060566,2.142621428571423,6.989999999999952
480,-147.15116817703134,2.1769071428571385,0.0
481,-144.23990976447854,2.26440714285714,0.0
482,-128.72415855882875,2.7501214285714264,0.0
483,-118.32526360855738,3.2336928571428536,0.0
484,-112.20239743977653,3.4694071428571363,18.5
485,-112.17805737448032,3.581785714285709,0.0
486,-102.81137158627155,3.8382142857142827,0.0
487,-102.12262347187327,3.9496428571428503,0.0
488,-98.38640628412048,4.24607142857142,0.0
489,-96.26681548139214,4.361785714285706,6.849999999999966
490,-93.3364206755847,4.485714285714274,0.0
491,-88.03890726899108,4.807857142857131,0.0
492,-84.03038221476075,5.164999999999988,0.0
493,-77.94753531277041,5.339285714285706,0.0
494,-70.36049788305877,5.767142857142845,15.069999999999993
495,-62.72469781535977,6.360714285714271,0.0
496,-61.74586285550952,6.037857142857129,0.0
497,-58.3565578730787,5.817857142857134,0.0
498,-60.01799847334384,5.705714285714281,0.0
499,-58.675360168664405,5.912857142857141,15.379999999999995
500,-56.143282197921145,5.644285714285709,0.0
501,-55.80438735636635,5.534285714285711,0.0
502,-52.19597014925377,5.570000000000001,0.0
503,-51.70919394526885,5.439285714285717,0.0
504,-48.931160229217866,5.53714285714286,9.870000000000005
505,-51.123080314497784,5.49214285714286,0.0
506,-48.91847648150173,5.136071428571431,0.0
507,-47.313147016217414,5.112500000000003,0.0
508,-49.272909977130475,4.956771428571435,0.0
509,-52.09354367128803,4.466771428571438,10.449799999999982
510,-54.28684114640344,5.317578571428571,0.0
511,-53.77731487567368,5.203864285714283,0.0
512,-53.11051099882698,5.126721428571423,0.0
513,-54.555104283316275,5.151007142857139,0.0
514,-54.440638049751854,5.406007142857139,10.379999999999995
515,-39.60749139690039,7.104321428571429,0.0
516,-38.733209749166164,6.8318214285714305,0.0
517,-37.34536204635582,6.692535714285719,0.0
518,-34.98069432704642,6.236107142857151,0.0
519,-33.526911554184665,5.879664285714294,7.470000000000027
520,-49.079921761723554,3.280457142857147,0.0
521,-52.64708200417312,3.1918857142857178,0.0
522,-52.60428324736831,3.3625999999999983,0.0
523,-54.31254739941934,3.329742857142857,0.0
524,-57.835003603238974,3.3326142857142833,9.409999999999968
525,-63.15192215019664,3.339757142857138,0.0
526,-69.07911606576116,3.215471428571423,0.0
527,-73.82894013079199,3.2014285714285626,0.0
528,-71.17969416130016,3.236428571428559,0.0
529,-73.36669367195623,3.145714285714271,5.610000000000014
530,-92.22147685914386,2.367292857142855,0.0
531,-93.68631950744332,2.355864285714286,0.0
532,-96.51166253735204,2.40515,0.0
533,-103.0547038816707,2.1680071428571432,0.0
534,-108.2576995619801,2.128721428571428,3.829999999999984
535,-104.6542729251246,2.3837214285714277,0.0
536,-107.19986059756593,2.20157857142857,0.0
537,-113.36721045045692,2.2272928571428565,0.0
538,-112.60150496589395,2.262292857142857,0.0
539,-117.85378884320828,2.230864285714282,9.449999999999989
540,-113.61520012774304,2.377292857142858,0.0
541,-115.30858816361548,2.3744357142857138,0.0
542,-112.80275843536609,2.49945,0.0
543,-113.39759922415692,2.4434999999999962,0.0
544,-112.42534850369309,2.422785714285709,8.075199999999995
545,-100.98771779732338,2.9974499999999984,0.0
546,-102.5297095117477,2.806364285714287,0.0
547,-102.23007929139419,2.86609285714286,0.0
548,-102.9640544738978,2.835307142857147,0.0
549,-101.35537528062449,2.8417357142857163,4.230000000000018
550,-123.47347616518628,1.6089928571428678,0.0
551,-120.98420927341466,1.7325642857142936,0.0
552,-123.00751230463652,1.6668500000000108,0.0
553,-125.14547918787856,1.709778571428578,0.0
554,-125.21531534771529,1.766914285714295,4.420000000000016
555,-134.03195778348697,1.7312000000000052,0.0
556,-141.98885732463617,1.7547714285714286,0.0
557,-143.38421662289397,1.902635714285712,0.0
558,-143.39882114302512,2.0396357142857124,0.0
559,-144.0151840544211,2.103921428571421,5.430000000000007
560,-136.03971043862174,2.379278571428561,0.0
561,-127.52511090439546,2.772135714285704,0.0
562,-130.3697390982924,2.7810642857142756,0.0
563,-126.39575592678203,2.9646357142857034,0.0
564,-116.4729320785178,3.341421428571416,11.009999999999991
565,-108.18586985158522,3.7199928571428456,0.0
566,-104.25867090983107,3.944992857142844,0.0
567,-100.20372615130752,4.113564285714274,0.0
568,-96.88771762650643,4.249285714285699,0.0
569,-93.28475279591129,4.4235214285714175,9.279999999999973
570,-91.73573653108102,4.453664285714276,0.0
571,-91.91851454109344,4.441521428571422,0.0
572,-91.11261143401822,4.3279499999999915,0.0
573,-85.65070905281691,4.463664285714279,0.0
