,SPY_open,SPY_high,SPY_low,SPY_close,MI,BBANDS Upper,BBands Lower,weekly_range
59,204.95,206.1,204.86,205.49,25.17188433404322,209.57412392714278,203.31087607285727,4.560000000000002
60,205.48,205.84,204.985,205.16,25.141891695728674,209.280751869472,203.26124813052803,0.0
61,206.15,208.24,206.14,207.87,25.18951998153588,209.0456758762228,203.3833241237772,0.0
62,208.64,209.77,207.8691,209.26,25.24577862620801,209.01180087387607,203.40519912612396,0.0
63,209.47,209.71,208.97,209.34,25.19754932699059,209.39887843431237,203.21012156568767,0.0
64,209.55,210.25,209.47,210.21,25.101760370354015,210.05322240701094,202.94677759298906,5.264999999999986
65,210.71,211.77,210.51,211.39,24.84201523775906,212.47576358923143,202.84423641076856,0.0
66,211.56,212.34,211.5,211.7,24.659362562678794,213.01141098518818,202.88958901481183,0.0
67,211.8,212.52,211.6899,212.39,24.478185366192534,213.58252098892558,202.7114790110744,0.0
68,211.49,212.22,211.19,212.04,24.33170525154957,214.06681527347155,202.7811847265284,0.0
69,210.43,210.86,209.43,210.03,24.251290587239982,214.2120485438433,202.98395145615672,3.0900000000000034
70,209.34,210.37,208.35,208.42,24.249746767008265,214.09468760971075,203.47131239028923,0.0
71,207.97,208.74,206.9199,208.09,24.356806916966764,214.0889807425495,203.60501925745046,0.0
72,208.57,209.36,207.53,207.78,24.450178376518693,213.9155455409994,204.07445445900055,0.0
73,206.74,208.57,205.59,208.35,24.629617161135776,213.71251299866682,204.62148700133318,0.0
74,207.14,207.2,205.75,206.53,24.68951537175768,213.39973301403538,205.1632669859646,4.780000000000001
75,208.84,209.61,207.75,207.91,24.681990822797264,213.17977205937333,205.62522794062667,0.0
76,208.26,208.92,207.78,208.41,24.56858909384207,212.81688528314464,206.31311471685535,0.0
77,208.69,209.5,207.93,208.03,24.427096632199813,212.80807162533515,206.33792837466487,0.0
78,209.83,210.87,209.27,210.87,24.27096872995712,212.9355614510421,206.37143854895785,0.0
79,204.0,210.8463,202.72,203.13,24.73732285984395,213.73668494187024,204.94931505812974,8.150000000000006
80,201.59,201.6,198.65,199.53,25.141512638156925,214.99108583434065,202.6269141656594,0.0
81,201.66,203.23,201.12,203.22,25.47891382483427,215.09615249487223,201.83584750512773,0.0
82,204.83,206.93,204.72,206.71,25.674399622819315,214.90195964508797,201.671040354912,0.0
83,207.18,209.54,206.56,209.53,25.841478887236647,214.7445903509237,201.68940964907634,0.0
84,209.29,210.49,209.29,209.79,25.96953047527235,214.69110187392548,201.69389812607457,11.840000000000003
85,213.16,214.07,212.95,213.45,26.220259051614285,214.39652966028478,201.61847033971526,0.0
86,214.51,215.3,214.25,215.0,26.110324314341366,215.4514014121955,201.22159858780455,0.0
87,215.42,215.45,214.35,214.93,26.031681227764484,216.3771376785286,200.97986232147136,0.0
88,216.34,216.67,215.66,216.11,25.968869218177947,217.46132724550893,200.72867275449113,0.0
89,216.79,217.0125,215.308,215.84,25.956896226642517,218.3501506992507,200.58884930074927,4.0625
90,215.95,216.6,215.67,216.41,25.86337723603144,219.24576894902867,200.68123105097135,0.0
91,215.88,216.23,215.63,216.18,25.613527034614105,220.00449155721293,200.7495084427871,0.0
92,216.75,217.37,216.24,217.13,25.342944654684267,220.8466572541986,200.77934274580144,0.0
93,216.92,217.22,215.75,216.22,25.106523355403205,221.44465936606633,201.00034063393366,0.0
94,216.39,217.3,216.1,217.25,24.758190719331225,222.1096831830011,200.97331681699887,1.740000000000009
95,217.0,217.06,215.97,216.64,24.500075286139644,222.23410347881344,202.1998965211866,0.0
96,216.53,217.17,215.76,216.75,24.303934857630857,221.30360725641788,204.8523927435822,0.0
97,217.17,217.27,215.62,216.51,24.25366786706765,220.65785552992426,206.82714447007575,0.0
98,216.26,217.11,215.75,216.8,24.22331445560813,220.43624398069926,208.05775601930077,0.0
99,216.45,217.54,216.13,217.15,24.209830397313315,220.5259232741159,208.73007672588406,1.9199999999999875
100,217.15,217.65,216.405,216.93,23.635913618281272,220.50196140623476,209.46803859376521,0.0
101,216.64,216.83,214.57,215.52,23.324582632778736,219.90278917602876,210.78021082397123,0.0
102,215.45,216.245,215.13,216.23,23.10698058678649,219.40578306164568,211.92321693835433,0.0
103,216.3,216.78,214.25,216.43,23.097268642492562,218.40151376281324,213.61648623718668,0.0
104,217.19,218.23,217.07,218.14,23.016512062211383,218.29681014143276,214.26518985856725,3.9799999999999898
105,218.39,218.52,217.74,218.05,22.96873304444372,218.18798852897177,214.83401147102828,0.0
106,218.12,218.76,217.8,218.22,22.951191492225696,218.3564502460939,214.98754975390614,0.0
107,218.29,218.4038,217.23,217.63,22.88378268904327,218.32851032996723,215.2854896700327,0.0
108,218.25,218.94,217.95,218.68,22.813797348465524,218.633070710096,215.23792928990397,0.0
109,218.26,218.71,217.99,218.41,22.70002290015437,218.80103195134294,215.32696804865705,1.710000000000008
110,218.89,219.5,218.88,219.09,22.619284609544867,219.12563394646523,215.2703660535348,0.0
111,218.56,218.68,217.96,217.96,22.58123275677911,219.1808026351863,215.39319736481366,0.0
112,217.98,218.53,217.02,218.38,22.68343924850795,219.30304980537767,215.3959501946223,0.0
113,218.31,218.9,218.21,218.9,22.771686738683567,219.4780639280664,215.48893607193358,0.0
114,218.34,218.75,217.74,218.56,22.835080223971413,219.59661118841768,215.5013888115824,2.4799999999999898
115,218.25,218.8,217.83,218.51,22.943628797140953,219.68611779308074,215.59888220691928,0.0
116,219.23,219.6,218.9,218.93,23.073640263201934,219.82698371026237,215.67601628973762,0.0
117,218.8,218.91,217.36,217.88,23.296385736948537,219.81169856099766,215.82830143900233,0.0
118,217.4,218.19,217.22,217.66,23.445431749340443,219.79831284020412,215.92768715979582,0.0
119,217.9,219.12,216.25,217.28,23.840287232227933,219.79558110448082,215.94341889551922,3.3499999999999943
120,217.43,218.665,217.4,218.34,24.152793535739825,219.82404939034208,216.05595060965786,0.0
121,218.25,218.59,217.35,217.98,24.363524947456696,219.56411677724705,216.56188322275298,0.0
122,217.64,217.75,216.465,217.44,24.478923700019728,219.3932662445405,216.85373375545944,0.0
123,217.38,217.73,216.03,217.37,24.613817664017045,219.22821302444964,217.11278697555042,0.0
124,218.36,218.87,217.7,218.36,24.683804571873317,219.24244843368209,217.1205515663179,2.8400000000000034
125,214.1,214.88,213.03,213.41,26.570199834629683,221.1586232882323,212.29437671176768,0.0
126,214.43,214.59,213.38,213.42,26.725769549151117,221.0549046179064,211.88909538209356,0.0
127,214.22,216.03,213.44,215.82,26.95097644617622,220.75707973929516,211.87592026070482,0.0
128,216.99,217.53,216.71,217.18,26.959786726785087,220.6810371766138,211.88196282338617,0.0
129,216.73,216.88,215.88,215.99,26.952354164279054,220.55051699715378,211.84548300284624,4.5
130,215.02,215.23,214.01,214.24,26.905514357335168,220.45142440753582,211.64057559246416,0.0
131,214.03,215.68,213.62,215.57,26.915765961829226,220.18146955878953,211.6335304412104,0.0
132,215.81,216.82,214.71,216.64,27.00985142420878,220.0186107541173,211.66238924588274,0.0
133,216.39,216.87,214.04,214.68,27.08662319427445,219.84029435270165,211.56470564729838,0.0
134,215.67,217.12,215.36,216.3,27.14264235531703,219.72319556153977,211.57480443846018,3.5
135,215.81,216.04,215.04,215.78,26.845638107420434,219.39109123741707,211.6489087625829,0.0
136,215.86,216.17,213.99,214.68,26.674316311912747,218.79893439038628,211.8000656096137,0.0
137,215.37,216.13,215.33,215.63,26.467323841603772,218.1719295461505,212.08907045384947,0.0
138,215.39,216.04,214.735,215.78,26.280941028406684,217.6124398729793,212.3755601270207,0.0
139,216.06,216.3,214.19,215.04,26.138268695379065,217.5771141238148,212.58288587618523,2.3100000000000023
140,216.14,216.7,215.985,216.16,25.96328502981441,217.5405916512176,212.59540834878237,0.0
141,215.64,215.74,212.58,213.43,25.995540786902612,217.52181779310118,212.63318220689885,0.0
142,213.61,214.32,213.01,213.71,26.026011685332435,217.46832146239296,212.7426785376071,0.0
143,212.15,213.59,211.21,213.01,26.171249349243276,217.53103918835194,212.4529608116481,0.0
144,214.14,214.69,213.03,213.12,25.95572522585118,217.55437025733184,212.40462974266816,5.489999999999981
145,213.07,213.39,212.17,212.38,25.458490115569823,217.67077308768214,212.18522691231792,0.0
146,214.24,214.31,213.27,213.71,24.996754265005887,217.65460056481524,212.2303994351848,0.0
147,214.0,214.64,213.6,214.28,24.606914285155934,217.56009087803452,212.17090912196542,0.0
148,213.85,214.53,213.11,213.88,24.247132304346277,217.19507073619528,212.20592926380473,0.0
149,212.95,214.08,212.76,213.98,24.055434389100952,217.03712513986366,212.16287486013633,2.469999999999999
150,214.98,215.32,214.48,214.89,23.86480939646706,217.06674580344014,212.19825419655984,0.0
151,214.7,214.98,213.98,214.17,23.74646589299767,216.9635250004152,212.1614749995848,0.0
152,213.22,214.42,212.93,213.74,23.623449442981904,216.6333935467467,212.20160645325333,0.0
153,214.57,214.62,213.08,213.17,23.652358580762503,216.62219943725796,212.06180056274206,0.0
154,213.13,213.93,211.71,212.54,23.844206958080086,216.37368608496266,211.93431391503734,3.609999999999985
155,212.95,213.19,212.36,212.55,23.96214810095468,216.18389825585786,211.8011017441421,0.0
156,212.9,212.99,209.6,211.01,24.230834731303876,216.34546168800645,211.2725383119936,0.0
157,210.67,211.1,209.23,209.74,24.409258590476878,216.49039951018588,210.53860048981412,0.0
158,210.01,210.24,208.46,208.78,24.451629812798547,216.62552798844942,209.7034720115506,0.0
159,208.91,209.89,208.38,208.55,24.47459622588806,216.74866783067,208.93133216933,4.810000000000002
160,211.47,213.19,211.3,213.15,24.587448614115786,216.27865603625978,209.10034396374024,0.0
161,212.72,214.77,212.38,214.11,24.6960731362127,216.3548272910501,209.0921727089499,0.0
162,212.47,217.1,212.34,216.44,25.11478285719734,216.83631408268997,208.88368591731,0.0
163,217.35,218.31,215.22,216.92,25.511484077626328,217.42764375937247,208.68335624062752,0.0
164,216.13,216.7,215.32,216.42,25.677291761860058,217.84470394286961,208.59629605713036,7.009999999999991
165,216.99,217.27,215.72,216.59,25.839652846779465,218.2722999559153,208.58970004408468,0.0
166,217.0,218.28,216.8,218.28,25.75599753932991,218.96534771737635,208.35365228262373,0.0
167,217.52,218.14,217.42,217.87,25.63118789194175,219.46639502228425,208.21160497771575,0.0
168,218.04,219.06,217.92,218.99,25.413659171666623,220.17547109627,208.01352890372996,0.0
169,219.04,219.27,218.29,218.5,25.193748934460864,220.71161710851268,207.92938289148728,3.5500000000000114
170,226.42,226.96,225.76,226.25,24.330288021580202,226.42308403250772,215.51791596749226,0.0
171,227.01,228.34,227.0,227.76,24.264434913156748,227.36700218171103,215.69099781828896,0.0
172,227.41,228.23,225.365,225.88,24.313935552536005,227.84511568903966,215.97288431096038,0.0
173,226.13,227.81,225.8904,226.81,24.132360172949188,228.35754506422077,216.35445493577922,0.0
174,225.99,226.08,224.67,225.04,23.919797902648973,228.5546513763309,216.762348623669,3.670000000000016
175,226.9,227.0701,226.4163,226.46,24.94381207229601,227.9158299325998,223.83217006740026,0.0
176,226.47,227.45,226.01,226.46,24.995570172190842,227.9101711358079,223.83282886419215,0.0
177,226.38,227.1,225.59,227.1,25.09256220408361,228.0202153636015,223.8077846363986,0.0
178,226.5,226.75,224.955,226.53,25.235840275801152,227.79741374452968,223.90758625547036,0.0
179,226.75,227.4,226.69,227.05,25.00693755552735,227.92842827433378,223.89357172566622,2.494999999999976
180,228.18,228.2,226.41,227.55,24.4351076948491,229.5979010705057,224.1400989294943,0.0
181,227.01,227.6,226.32,227.53,24.61417653285998,229.31027689169338,224.82772310830666,0.0
182,228.28,228.59,226.94,227.62,24.889503142245943,229.26726707734304,225.10873292265688,0.0
183,227.24,228.1,226.82,227.77,25.148423925176427,229.32160982807633,225.17339017192367,0.0
184,228.85,229.55,228.46,229.34,25.150672208454324,229.62643543577076,225.16256456422929,3.230000000000018
185,228.89,229.326,228.54,228.93,25.11321351082253,229.81279478139956,225.1482052186004,0.0
186,229.36,229.6556,228.72,228.94,24.934685312916397,229.97179003403437,225.23720996596563,0.0
187,228.59,229.39,228.31,229.24,24.71599230716141,230.15390966161715,225.33309033838282,0.0
188,229.57,230.95,229.52,230.6,24.62497938246109,230.6225264324418,225.21447356755831,0.0
189,231.0,231.77,230.6216,231.51,24.585715722609393,231.22697277879462,225.1080272212053,3.460000000000008
190,236.61,237.31,236.35,237.11,24.784725860285718,239.38623466550254,224.94276533449747,0.0
191,236.71,236.95,236.015,236.47,24.700699786448695,239.73339555255484,225.48760444744516,0.0
192,238.4,240.32,238.37,239.78,24.683078949214945,240.60835421236376,225.83764578763626,0.0
193,239.57,239.57,238.21,238.27,24.720753176119672,240.97373560595884,226.53726439404124,0.0
194,238.19,238.61,237.73,238.42,24.77506364335386,241.21239045388603,227.363609546114,4.305000000000007
195,237.48,238.12,237.01,237.71,24.854206071527095,241.37888858832858,228.03411141167143,0.0
196,237.39,237.77,236.76,237.0,24.810672081287134,241.2677439477693,228.95225605223078,0.0
197,237.31,237.64,236.4,236.56,24.784904531301628,240.94395632034144,230.03804367965853,0.0
198,236.71,237.24,235.74,236.86,24.760056203294855,240.4863008822087,231.25769911779133,0.0
199,237.95,238.02,236.59,237.69,24.77323680707606,240.1770803704178,232.27591962958218,2.3799999999999955
200,237.59,237.86,237.24,237.81,24.72730665592424,239.86323876471727,233.21976123528282,0.0
201,237.22,237.24,236.19,236.9,24.73983814735379,239.5563604506945,233.93963954930547,0.0
202,237.56,239.44,237.29,238.95,24.91802630258981,239.59152774307032,234.4294722569297,0.0
203,239.12,239.2,238.1,238.48,25.038397135662617,239.65079054679063,234.72620945320944,0.0
204,237.75,237.97,237.03,237.03,25.049939040141027,239.4786617401754,235.1293382598246,3.25
205,235.79,236.03,233.91,235.33,26.255784736589113,239.29648891402974,232.88251108597024,0.0
206,235.0,235.58,234.555,235.48,26.244240193381724,239.20162451054057,232.82537548945936,0.0
207,236.26,237.39,234.54,234.78,26.25200928898344,239.14757780332536,232.70142219667463,0.0
208,234.96,236.04,234.425,235.44,26.232307398596063,239.05227789162876,232.65472210837123,0.0
209,235.18,236.0,234.64,235.2,26.233764549702556,238.81878554867728,232.6392144513227,3.4799999999999898
210,237.17,237.41,234.5628,237.17,26.25676445491621,237.04511144043477,232.82088855956522,0.0
211,237.93,238.95,237.81,238.55,26.29795094058839,237.74786196005707,232.61113803994297,0.0
212,238.53,239.53,238.35,238.4,25.93412882237395,238.27899986821552,232.3880001317845,0.0
213,238.74,238.95,237.98,238.6,25.615523412336156,238.77507848028995,232.19792151971012,0.0
214,238.93,238.93,237.93,238.08,25.314025356215957,239.04891717208804,232.103082827912,4.967199999999991
215,238.66,239.17,238.195,238.68,24.99394207834171,239.46370694134492,231.9822930586551,0.0
216,238.82,238.98,238.3,238.77,24.618065663925545,239.86871097934178,231.92128902065818,0.0
217,238.29,238.8775,237.7,238.48,24.24505337971542,240.17612193248104,231.913878067519,0.0
218,238.81,238.9225,237.78,238.76,24.030355944995975,240.50009853466943,231.98790146533057,0.0
219,239.16,239.72,238.68,239.7,23.8951550055682,240.96274884248464,231.9512511575153,2.0200000000000102
220,239.77,239.92,239.17,239.66,23.818378271024578,241.36183499787654,231.99816500212347,0.0
221,239.94,240.19,239.04,239.44,23.710560492294004,241.6775270775914,232.09247292240858,0.0
222,239.37,239.87,239.15,239.87,23.63393179034307,242.01420438115142,232.23679561884862,0.0
223,239.31,239.57,238.13,239.38,23.504227700796704,242.15229716173062,232.63370283826933,0.0
224,239.05,239.4273,238.67,238.98,23.369662277435776,241.92610443196958,233.50689556803053,2.0600000000000023
225,239.49,240.44,239.45,240.3,23.292768237633084,242.08907442547238,233.9169255745276,0.0
226,240.64,240.67,239.63,240.08,23.2478981143467,242.00160477645068,234.62539522354928,0.0
227,238.09,238.64,235.75,235.82,23.45457304060294,241.57116800443734,235.29383199556273,0.0
228,235.7,237.75,235.43,236.77,23.775181620788054,241.401965892788,235.60603410721197,0.0
229,237.36,239.08,237.27,238.31,24.009108478777353,240.93395327842686,236.44604672157314,5.239999999999981
230,238.87,239.71,238.82,239.52,24.102365021519873,240.96059691276602,236.65440308723393,0.0
231,239.98,240.24,239.51,240.05,24.113401255987014,241.10132733370924,236.66367266629075,0.0
232,240.33,240.73,239.93,240.61,24.043420347461126,241.3277453371721,236.65825466282794,0.0
233,241.22,242.08,240.96,241.76,23.933742204158992,241.7825886736611,236.51941132633885,0.0
234,241.59,241.9,241.45,241.71,23.800254907729542,242.14740674800657,236.5175932519934,3.2600000000000193
235,244.02,244.3,243.76,243.99,23.609131776987834,244.59151481207172,236.0804851879282,0.0
236,243.34,243.98,243.12,243.21,23.670008376553184,244.9428864372505,236.08411356274942,0.0
237,243.61,243.92,242.83,243.66,23.802166480794575,245.33684259465824,236.11215740534172,0.0
238,243.8,244.33,243.17,243.78,23.932826090949856,245.70795858048018,236.13204141951985,0.0
239,244.07,245.01,241.95,243.41,24.322589392427883,245.97532225944548,236.26767774055457,3.0600000000000023
240,243.09,243.42,242.38,243.36,24.591733273176757,246.18271991282745,236.49828008717247,0.0
241,243.98,244.61,243.5799,244.55,24.81446098317697,246.57272572116864,236.5332742788314,0.0
242,244.86,244.87,243.29,244.24,25.019526042983955,246.86772992494105,236.654270075059,0.0
243,242.69,243.91,242.36,243.77,25.258205800065753,246.49813993170105,237.81886006829896,0.0
244,242.83,242.83,241.6337,242.64,25.366458037800165,245.9741799469816,238.9298200530184,3.2363
245,243.61,244.73,243.48,244.66,25.48839180268961,245.83476533581012,239.70423466418993,0.0
246,244.23,244.26,242.99,243.01,25.584997252754018,245.6004669849401,240.28753301505992,0.0
247,243.46,243.59,242.41,242.95,25.643141514438934,245.37046674888927,240.80753325111078,0.0
248,242.96,243.53,242.64,242.84,25.378864573165902,245.16824490215862,241.23275509784133,0.0
249,242.88,243.51,242.47,243.13,25.037293119948895,245.11736656195131,241.4206334380487,2.319999999999993
250,243.93,244.38,243.045,243.29,24.768567592847088,245.04464188448293,241.6513581155171,0.0
251,243.01,243.38,241.31,241.33,24.753348173454345,245.07635105260024,241.60264894739973,0.0
252,242.51,243.715,242.23,243.49,24.841420153798804,244.9311551826005,241.95284481739952,0.0
253,243.62,243.72,239.955,241.35,25.23776529268467,245.10076150773637,241.58223849226363,0.0
254,242.3,242.71,241.575,241.8,25.478063063162427,245.06463657194607,241.38136342805396,4.424999999999983
255,241.98,242.8,241.76,242.37,26.06451460183741,244.97780953456552,240.66419046543447,0.0
256,242.12,242.55,240.85,242.19,26.140508884685453,244.9212216002394,240.60377839976059,0.0
257,243.31,244.2,243.3,244.01,26.1635447958333,244.81203025374268,240.65896974625733,0.0
258,244.02,244.55,243.76,244.42,26.103430450145588,244.84984632729785,240.63915367270218,0.0
259,244.4,245.97,244.31,245.56,26.07718286117438,245.2518929496074,240.4161070503926,5.1200000000000045
260,245.44,245.91,245.33,245.53,25.688845658922652,245.6767510904918,240.28024890950826,0.0
261,245.06,245.72,244.67,245.66,25.41867289759974,245.89006582089942,240.16693417910054,0.0
262,246.01,247.0,246.01,246.99,25.223356621958057,246.59285835269836,239.86214164730168,0.0
263,247.25,247.42,246.47,247.1,25.006161267586023,247.2145822659699,239.6554177340301,0.0
264,246.43,246.91,246.18,246.88,24.75764075192098,247.70362461870343,239.57037538129663,2.75
265,246.81,246.98,246.28,246.82,24.534357611385385,248.11951557636866,239.52348442363137,0.0
266,247.7,247.8,247.16,247.42,24.31624746604248,248.60621661440257,239.44978338559747,0.0
267,247.78,247.79,247.13,247.43,24.10652654461209,248.96683937662834,239.6991606233717,0.0
268,247.96,248.0,245.68,247.2,24.177349165202976,249.30477544459666,239.73222455540332,0.0
269,246.7,247.06,246.13,246.91,24.252609383762614,249.45198358050922,240.1410164194908,2.319999999999993
270,247.38,247.48,246.53,246.77,24.31325889977017,249.5553366661564,240.53466333384358,0.0
271,247.45,247.5,246.716,247.32,24.29928690579169,249.71250980577844,240.88849019422156,0.0
272,247.47,247.6,246.37,247.44,24.212611156183407,249.87587153437565,241.19212846562428,0.0
273,247.31,247.34,246.64,246.96,24.077344827116093,249.54474589110418,242.16425410889582,0.0
274,247.52,247.79,246.97,247.41,23.68097071973667,249.41794923689753,242.8210507631024,1.4199999999999875
275,247.5,247.87,247.37,247.87,23.37990205888346,249.2662093754088,243.52279062459112,0.0
276,247.49,248.91,246.83,247.26,23.394444074639637,248.74852224081997,244.54747775918003,0.0
277,246.46,247.31,246.06,247.25,23.45935591763155,248.51672971373856,245.10327028626145,0.0
278,246.3,246.44,243.7,243.76,23.72059502396165,248.69121386914074,244.86278613085923,0.0
279,244.0,244.8,243.75,244.12,23.85066755339676,248.89972573516607,244.5102742648339,5.210000000000008
280,245.55,246.79,245.55,246.54,23.99203357414225,248.88180121151117,244.6291987884888,0.0
281,247.0,247.0,246.16,246.51,24.016402726991096,248.86526465597984,244.73073534402016,0.0
282,247.09,247.57,246.45,246.94,24.086679799389003,248.86190776532615,244.72909223467386,0.0
283,246.26,246.6,243.09,243.09,24.491674200427358,249.23544254663378,243.95455745336616,0.0
284,242.95,244.189,242.2,242.71,24.797176678807077,249.54075376944755,243.23224623055242,5.3700000000000045
285,242.64,243.2,241.83,242.9,25.084266354171927,249.6986467592134,242.68235324078657,0.0
286,243.6,245.62,243.55,245.44,25.373847336542774,249.5651377110081,242.6178622889919,0.0
287,244.34,245.05,244.16,244.56,25.540190872063945,249.42594010419816,242.47005989580174,0.0
288,245.0,245.18,243.75,243.99,25.684939374297166,249.31803969334507,242.25696030665492,0.0
289,244.89,245.61,244.39,244.56,25.81904873566533,249.1996637680888,242.14033623191116,3.789999999999992
290,245.17,245.2,244.09,244.57,25.93655891037559,249.08243934615464,242.03756065384542,0.0
291,243.13,245.15,242.93,244.85,26.17007365549643,248.87122836587378,242.00177163412616,0.0
292,244.86,246.32,244.62,246.01,26.413593542353393,248.68162796415297,242.04837203584705,0.0
293,246.75,247.77,246.0473,247.49,26.400033994342117,248.76968559210513,242.01331440789488,0.0
294,247.98,248.33,247.67,247.84,26.320568779164557,248.8502332815142,241.97576671848583,5.400000000000006
295,249.62,250.12,249.28,249.72,24.794814399473605,251.42458866239602,242.28041133760402,0.0
296,250.0,250.07,249.6,249.97,24.45145713502608,251.5803578175267,242.83164218247327,0.0
297,250.07,250.19,248.92,250.06,24.30711953610935,251.90561853137126,242.9683814686287,0.0
