,SPY_high,SPY_low,KC Upper,KC Lower,BBANDS Upper,BBands Lower,weekly_range
125,214.88,213.03,221.26098453600233,210.68498453600236,221.1586232882323,212.29437671176768,0.0
126,214.59,213.38,221.0078431512177,210.45184315121773,221.0549046179064,211.88909538209356,0.0
127,216.03,213.44,221.35442951778128,210.1224295177813,220.75707973929516,211.87592026070482,0.0
128,217.53,216.71,221.66172194484574,210.08972194484573,220.6810371766138,211.88196282338617,0.0
129,216.88,215.88,220.8806055691595,210.8926055691595,220.55051699715378,211.84548300284624,4.5
130,215.23,214.01,220.21978599096994,211.23978599096992,220.45142440753582,211.64057559246416,0.0
131,215.68,213.62,219.83656827752893,211.5925682775289,220.18146955878953,211.6335304412104,0.0
132,216.82,214.71,219.9067046321302,211.69870463213016,220.0186107541173,211.66238924588274,0.0
133,216.87,214.04,219.76978038136306,211.62178038136304,219.84029435270165,211.56470564729838,0.0
134,217.12,215.36,219.77332510699043,211.7333251069904,219.72319556153977,211.57480443846018,3.5
135,216.04,215.04,219.6578655729931,211.85386557299307,219.39109123741707,211.6489087625829,0.0
136,216.17,213.99,219.74940218502647,211.55740218502646,218.79893439038628,211.8000656096137,0.0
137,216.13,215.33,219.51517340549893,211.78717340549892,218.1719295461505,212.08907045384947,0.0
138,216.04,214.735,219.44644260498134,211.88044260498137,217.6124398729793,212.3755601270207,0.0
139,216.3,214.19,219.54906711876583,211.65906711876585,217.5771141238148,212.58288587618523,2.3100000000000023
140,216.7,215.985,219.53801310747644,211.77601310747644,217.5405916512176,212.59540834878237,0.0
141,215.74,212.58,219.62991662097167,211.25991662097167,217.52181779310118,212.63318220689885,0.0
142,214.32,213.01,219.30468646653813,211.25468646653812,217.46832146239296,212.7426785376071,0.0
143,213.59,211.21,219.02252585061188,211.10452585061188,217.53103918835194,212.4529608116481,0.0
144,214.69,213.03,218.68542815050293,211.07142815050295,217.55437025733184,212.40462974266816,5.489999999999981
145,213.39,212.17,218.43948261230082,210.84148261230087,217.67077308768214,212.18522691231792,0.0
146,214.31,213.27,218.30086522063328,210.8028652206333,217.65460056481524,212.2303994351848,0.0
147,214.64,213.6,218.19297329485343,210.85897329485343,217.56009087803452,212.17090912196542,0.0
148,214.53,213.11,218.15445202866562,210.77445202866562,217.19507073619528,212.20592926380473,0.0
149,214.08,212.76,217.95031374021363,210.8863137402136,217.03712513986366,212.16287486013633,2.469999999999999
150,215.32,214.48,217.9312362411524,210.9952362411524,217.06674580344014,212.19825419655984,0.0
151,214.98,213.98,217.38730898008646,211.48330898008646,216.9635250004152,212.1614749995848,0.0
152,214.42,212.93,217.35708907721295,211.38108907721295,216.6333935467467,212.20160645325333,0.0
153,214.62,213.08,217.05089011746566,211.45889011746567,216.62219943725796,212.06180056274206,0.0
154,213.93,211.71,216.99556724911915,211.18756724911916,216.37368608496266,211.93431391503734,3.609999999999985
155,213.19,212.36,216.77075132061822,211.11875132061823,216.18389825585786,211.8011017441421,0.0
156,212.99,209.6,216.78325119482201,210.54725119482202,216.34546168800645,211.2725383119936,0.0
157,211.1,209.23,216.5754177476682,210.00741774766823,216.49039951018588,210.53860048981412,0.0
158,210.24,208.46,216.217758914528,209.505758914528,216.62552798844942,209.7034720115506,0.0
159,209.89,208.38,215.8451152083574,209.0571152083574,216.74866783067,208.93133216933,4.810000000000002
160,213.19,211.3,216.571675664708,208.463675664708,216.27865603625978,209.10034396374024,0.0
161,214.77,212.38,217.00132560141006,208.33732560141007,216.3548272910501,209.0921727089499,0.0
162,217.1,212.34,218.01443744891105,208.04243744891107,216.83631408268997,208.88368591731,0.0
163,218.31,215.22,218.69506245379185,208.10306245379186,217.42764375937247,208.68335624062752,0.0
164,216.7,215.32,218.8587707915366,208.51477079153662,217.84470394286961,208.59629605713036,7.009999999999991
165,217.27,215.72,219.27926881139956,208.64726881139956,218.2722999559153,208.58970004408468,0.0
166,218.28,216.8,219.35038606746923,209.39838606746923,218.96534771737635,208.35365228262373,0.0
167,218.14,217.42,219.48130168010033,209.93330168010033,219.46639502228425,208.21160497771575,0.0
168,219.06,217.92,219.7711777105771,210.45917771057708,220.17547109627,208.01352890372996,0.0
169,219.27,218.29,219.9875417381484,210.88754173814837,220.71161710851268,207.92938289148728,3.5500000000000114
170,226.96,225.76,224.2420437337021,218.0572037337021,226.42308403250772,215.51791596749226,0.0
171,228.34,227.0,225.03560337811422,218.52276337811423,227.36700218171103,215.69099781828896,0.0
172,228.23,225.365,225.697157342105,218.64231734210497,227.84511568903966,215.97288431096038,0.0
173,227.81,225.8904,226.20908711904897,219.01424711904897,228.35754506422077,216.35445493577922,0.0
174,226.08,224.67,226.67035691723555,219.01551691723557,228.5546513763309,216.762348623669,3.670000000000016
175,227.0701,226.4163,227.97096231808248,222.14948231808248,227.9158299325998,223.83217006740026,0.0
176,227.45,226.01,228.2902744782652,222.09679447826517,227.9101711358079,223.83282886419215,0.0
177,227.1,225.59,228.56984262319241,222.18036262319242,228.0202153636015,223.8077846363986,0.0
178,226.75,224.955,228.64483284955514,222.32535284955514,227.79741374452968,223.90758625547036,0.0
179,227.4,226.69,228.75787162578808,222.5103916257881,227.92842827433378,223.89357172566622,2.494999999999976
180,228.2,226.41,229.90040297720734,224.0344029772073,229.5979010705057,224.1400989294943,0.0
181,227.6,226.32,229.95998364604478,224.08198364604473,229.31027689169338,224.82772310830666,0.0
182,228.59,226.94,230.16703282261193,223.98903282261193,229.26726707734304,225.10873292265688,0.0
183,228.1,226.82,230.17093445855366,224.11693445855363,229.32160982807633,225.17339017192367,0.0
184,229.55,228.46,230.45608355773908,224.25008355773906,229.62643543577076,225.16256456422929,3.230000000000018
185,229.326,228.54,230.45926607604963,224.5472660760496,229.81279478139956,225.1482052186004,0.0
186,229.6556,228.72,230.39721787833062,224.8829778783306,229.97179003403437,225.23720996596563,0.0
187,229.39,228.31,230.37158950896585,225.21334950896582,230.15390966161715,225.33309033838282,0.0
188,230.95,229.52,230.84097336525483,225.27873336525485,230.6225264324418,225.21447356755831,0.0
189,231.77,230.6216,231.23755875904007,225.53931875904007,231.22697277879462,225.1080272212053,3.460000000000008
190,237.31,236.35,235.72684765641455,230.39956765641452,239.38623466550254,224.94276533449747,0.0
191,236.95,236.015,235.95830407008933,230.81702407008933,239.73339555255484,225.48760444744516,0.0
192,240.32,238.37,237.02709796817612,230.9658179681761,240.60835421236376,225.83764578763626,0.0
193,239.57,238.21,237.39810197120696,231.40882197120695,240.97373560595884,226.53726439404124,0.0
194,238.61,237.73,237.69562940252058,231.8763494025206,241.21239045388603,227.363609546114,4.305000000000007
195,238.12,237.01,238.02410660228054,232.10482660228053,241.37888858832858,228.03411141167143,0.0
196,237.77,236.76,238.0904431163491,232.40716311634907,241.2677439477693,228.95225605223078,0.0
197,237.64,236.4,238.32131901003012,232.4260390100301,240.94395632034144,230.03804367965853,0.0
198,237.24,235.74,238.49487339002727,232.53559339002723,240.4863008822087,231.25769911779133,0.0
199,238.02,236.59,238.71135401954848,232.73335401954847,240.1770803704178,232.27591962958218,2.3799999999999955
200,237.86,237.24,238.84217744625818,233.00017744625814,239.86323876471727,233.21976123528282,0.0
201,237.24,236.19,239.04039864185265,232.98839864185263,239.5563604506945,233.93963954930547,0.0
202,239.44,237.29,239.05797972358096,233.52997972358094,239.59152774307032,234.4294722569297,0.0
203,239.2,238.1,239.172172130859,233.83217213085896,239.65079054679063,234.72620945320944,0.0
204,237.97,237.03,239.33644145172957,233.7684414517296,239.4786617401754,235.1293382598246,3.25
205,236.03,233.91,239.5025103740657,231.6325103740657,239.29648891402974,232.88251108597024,0.0
206,235.58,234.555,238.89317605272612,232.2251760527261,239.20162451054057,232.82537548945936,0.0
207,237.39,234.54,239.07696880960935,231.89296880960939,239.14757780332536,232.70142219667463,0.0
208,236.04,234.425,239.047686065837,231.91368606583706,239.05227789162876,232.65472210837123,0.0
209,236.0,234.64,238.8769540595668,232.0309540595668,238.81878554867728,232.6392144513227,3.4799999999999898
210,237.41,234.5628,238.71295654061436,231.28207654061436,237.04511144043477,232.82088855956522,0.0
211,238.95,237.81,239.10228829865108,231.5694082986511,237.74786196005707,232.61113803994297,0.0
212,239.53,238.35,239.23011227020814,232.02523227020814,238.27899986821552,232.3880001317845,0.0
213,238.95,237.98,239.4491911016169,232.37231110161687,238.77507848028995,232.19792151971012,0.0
214,238.93,237.93,239.4597862347962,232.77490623479625,239.04891717208804,232.103082827912,4.967199999999991
215,239.17,238.195,239.50984849814895,233.21296849814897,239.46370694134492,231.9822930586551,0.0
216,238.98,238.3,239.57723816499188,233.6043581649919,239.86871097934178,231.92128902065818,0.0
217,238.8775,237.7,239.6386621492784,233.90278214927838,240.17612193248104,231.913878067519,0.0
218,238.9225,237.78,239.57561718268047,234.34473718268046,240.50009853466943,231.98790146533057,0.0
219,239.72,238.68,239.8025526890918,234.63967268909184,240.96274884248464,231.9512511575153,2.0200000000000102
220,239.92,239.17,239.61538767108308,235.29138767108307,241.36183499787654,231.99816500212347,0.0
221,240.19,239.04,239.67858884526566,235.60658884526566,241.6775270775914,232.09247292240858,0.0
222,239.87,239.15,239.79872324095464,235.91072324095467,242.01420438115142,232.23679561884862,0.0
223,239.57,238.13,240.09798769419706,235.9019876941971,242.15229716173062,232.63370283826933,0.0
224,239.4273,238.67,240.14278219951166,236.04386219951164,241.92610443196958,233.50689556803053,2.0600000000000023
225,240.44,239.45,240.42694199003435,236.18002199003436,242.08907442547238,233.9169255745276,0.0
226,240.67,239.63,240.66813418145964,236.27721418145964,242.00160477645068,234.62539522354928,0.0
227,238.64,235.75,241.04599854513015,235.39407854513013,241.57116800443734,235.29383199556273,0.0
