,SPY_high,SPY_low,BBANDS Upper,BBands Lower,APZ Upper,APZ Lower,weekly_range
770,322.71,314.13,319.95373139826233,301.61026860173763,326.73036542447124,304.54518561393894,0.0
771,319.76,312.0,321.0526841815672,301.6983158184328,327.7039726744027,305.4744521903189,0.0
772,323.04,319.265,322.56175718251836,301.07824281748174,329.00692104067326,306.7996770287295,0.0
773,321.28,319.09,323.7413006386492,300.8116993613508,329.8768211694864,307.79912171312884,0.0
774,322.57,319.735,324.98514978723495,300.5618502127651,330.7289136629726,308.8470171406232,11.04000000000002
775,325.13,320.62,326.63446709565363,300.4805329043464,331.88445362731676,310.1961289225142,0.0
776,326.93,323.94,328.22774659385897,300.326253406141,332.9461027414251,311.4981541230645,0.0
777,327.2,324.5,330.0042757495791,300.030724250421,334.12361355687466,312.9623224365518,0.0
778,327.23,321.48,330.4177272994365,301.50427270056355,334.4549149452059,313.5153349069004,0.0
779,321.99,319.246,330.6572588011295,302.6177411988705,334.3180820847756,313.6440779823381,7.984000000000037
780,323.41,320.775,329.71653937316205,305.87546062683793,334.54360796801666,314.17284021011847,0.0
781,323.64,320.85,328.8351655436196,308.4278344563803,334.32674003707535,314.28270287596905,0.0
782,325.73,322.075,328.8401967105887,310.09880328941136,334.7847273665696,315.0555422454657,0.0
783,324.41,319.64,328.7025704569085,311.5804295430916,334.9608761730395,315.4972645157483,0.0
784,326.63,321.33,329.0126231402682,312.6993768597318,335.5474381934853,316.28895842081045,6.990000000000009
785,329.62,327.73,330.1195409066625,312.76645909333746,336.3827998782051,317.390532239698,0.0
786,330.06,327.86,330.9611480734149,313.5528519265851,337.26720788311235,318.57918388969034,0.0
787,332.39,331.18,332.31387233534326,313.7931276646567,338.3143450121009,319.99220852695925,0.0
788,334.46,331.13,333.668567041055,314.433432958945,339.56880259794184,321.5903924542314,0.0
789,334.88,332.3,335.09651540064044,314.7034845993595,340.6465460358438,323.01549989450393,7.149999999999977
790,335.77,332.955,336.041330059235,315.83166994076504,341.70710634786343,324.41579116832844,0.0
791,337.54,332.01,336.61211146148867,316.6488885385114,342.1435437433518,325.09309146761865,0.0
792,338.28,332.8377,338.22027191827584,316.5997280817241,343.3222610640582,326.43187112432435,0.0
793,338.2514,335.83,339.32995437449597,317.094045625504,344.1819492541952,327.4833859552851,0.0
794,337.42,335.62,340.2817821867007,317.6542178132992,344.86316305386066,328.40163469198586,6.269999999999982
795,338.34,336.8517,341.4094276525978,317.88557234740216,345.5701450118167,329.39135898106093,0.0
796,339.1,336.61,342.5308012475162,318.1271987524838,346.25897187779833,330.365252120949,0.0
797,339.61,336.62,343.30721846432334,318.3877815356766,346.56999431350386,330.94437659919566,0.0
798,338.8,335.22,343.9141722537594,319.3128277462406,346.9912525718266,331.5979970225466,0.0
799,339.72,337.55,344.22418000001807,320.8628199999819,347.51153830125173,332.36579904992317,4.5
800,343.0,339.4504,345.22124588432706,321.83575411567296,348.5308460255598,333.59749494816896,0.0
801,344.21,342.27,345.75023448701245,323.6017655129875,349.5672090537022,334.86866928599034,0.0
802,347.86,344.17,347.3358230042722,324.2611769957278,351.0384412335415,336.53345246364466,0.0
803,349.9,346.53,348.4368831222544,325.59711687774546,352.41327409924713,338.0767158132461,0.0
804,350.72,348.15,350.0458325621963,326.3941674378036,353.94872874777036,339.78489448388154,11.269600000000025
805,340.38,334.2208,356.0682222264537,329.13577777354624,352.24336340216297,334.4697277369274,0.0
806,342.02,338.4683,356.0527604053748,329.3772395946253,352.2052321060938,333.9776424561599,0.0
807,343.06,338.52,356.05042076950593,329.39757923049405,351.9149977117714,333.3127980715904,0.0
