,KAMA,DYMI,weekly_range
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,8.21950000000001
5,198.50008393524212,1.9908120452493705,0.0
6,197.67766522234464,21.569408680330938,0.0
7,194.93948282396772,25.72996518268556,0.0
8,194.41642998895065,15.280460351081729,0.0
9,193.1780043637975,28.131697910588528,9.340000000000003
10,190.5796010389417,58.04606038873881,0.0
11,190.5733130820057,56.231221313940424,0.0
12,190.60132591786484,51.63397785633669,0.0
13,190.63642640647586,51.553242050596964,0.0
14,190.58831976176637,57.17980511861164,7.480000000000018
15,190.50317322050873,46.32240333557655,0.0
16,190.25837207898465,42.10427485959205,0.0
17,190.1252875506573,40.994919178613706,0.0
18,189.6244990498689,35.11788622688732,0.0
19,189.32781902277293,32.41051988237494,7.25
20,191.96469514024366,71.76191033462787,0.0
21,192.6409366973631,64.431232086704,0.0
22,193.15719066602995,73.36027521497739,0.0
23,193.92712110764995,78.32597358371949,0.0
24,194.7370315507305,77.42206784833789,8.019999999999982
25,195.27027848326802,76.40452085205669,0.0
26,195.57504302563882,74.60810756451957,0.0
27,195.96203288728427,63.294023083731645,0.0
28,196.19756194729112,66.34817759697069,0.0
29,197.07846410499704,63.477451041348786,5.430000000000007
30,198.1880550057513,77.61050732866869,0.0
31,198.5823283462348,75.4072847021875,0.0
32,199.0949303202331,70.83704132854713,0.0
33,199.78284125626226,75.30158720413591,0.0
34,200.22729832206542,82.7662423542888,4.179999999999978
35,203.41563156883322,73.92289614116777,0.0
36,203.42293291930235,68.60693138751978,0.0
37,203.5016841802174,48.57636184784102,0.0
38,203.50529343401084,58.467015430040966,0.0
39,203.5211000655247,45.45914545088004,3.9799999999999898
40,206.62609778740318,67.0197071323957,0.0
41,206.9011463228146,59.214444487684155,0.0
42,207.03135099274343,62.21135570078183,0.0
43,207.03670184209088,72.76919654309707,0.0
44,207.01251019058662,19.428230797552303,4.780000000000001
45,207.03730837173376,15.852995803351675,0.0
46,206.94993683510916,46.00384073914919,0.0
47,206.68609618211156,37.50368589300199,0.0
48,206.50204076898393,33.03915065532621,0.0
49,206.4457925221748,28.32431066517205,4.300000000000011
50,206.4154845630767,32.86690725460036,0.0
51,206.43283412046023,34.032357868198844,0.0
52,206.4353703487221,54.511171811636096,0.0
53,206.43676416089409,44.050632813293326,0.0
54,206.40177770997445,45.00123358083687,4.159999999999997
55,206.40797301527402,36.32339339856253,0.0
56,206.38233194399447,46.92901332892627,0.0
57,206.37569749426564,42.10602599843299,0.0
58,206.35451611124356,44.237911450154165,0.0
59,206.34972030421204,37.66996744818282,4.560000000000002
60,206.33811227380278,49.41754123032383,0.0
61,206.35105217128978,48.89570959721933,0.0
62,206.46572113765112,69.34455965380708,0.0
63,206.58031665248203,88.2602872570486,0.0
64,207.0319147548929,65.08135489365588,5.264999999999986
65,209.69885158946602,69.27654219204881,0.0
66,210.308389384008,82.43918793367166,0.0
67,210.857582995365,83.19642507453347,0.0
68,211.04486185434837,88.35546720338867,0.0
69,211.0291822508027,82.05337582598195,3.0900000000000034
70,210.91987491115123,33.30356412766561,0.0
71,210.78736787789114,23.704787973562603,0.0
72,210.592321232538,13.149859200301435,0.0
73,210.44113121613802,33.059236102105615,0.0
74,210.05947147465633,35.63628853263353,4.780000000000001
75,209.88129061047823,27.23701057225847,0.0
76,209.77281846429045,38.638954679634686,0.0
77,209.56171482039545,40.67372648292745,0.0
78,209.58198540772756,39.93853219654027,0.0
79,208.99273106550427,76.84035637416599,8.150000000000006
80,207.9023241415824,24.050536570515263,0.0
81,207.72797665818717,22.236323357045507,0.0
82,207.71986110194027,38.876081353593825,0.0
83,207.73441233233223,51.5457094419706,0.0
84,207.77358001269562,60.41530721788368,11.840000000000003
85,208.60275602865616,62.57681354345964,0.0
86,210.62228756089934,63.673493128863576,0.0
87,211.8376852710232,67.10049755484144,0.0
88,212.93466870139582,64.69070456547932,0.0
89,213.4849505161239,81.58583409504864,4.0625
90,214.0564015685656,59.86540200039002,0.0
91,214.7320625863321,60.079324695398014,0.0
92,215.48174726277537,59.424492871721505,0.0
93,215.6531002697005,60.42974906655371,0.0
94,215.94745359727466,58.734681545185985,1.740000000000009
95,216.02067065244003,61.9298805248878,0.0
96,216.063459568401,61.9118263049915,0.0
97,216.085167126188,75.51878269222446,0.0
98,216.1000442002298,66.51961685234917,0.0
99,216.14796225810608,66.54551724427637,1.9199999999999875
100,216.16075523137184,64.67863512705063,0.0
101,216.15001724981755,46.69905834385045,0.0
102,216.1519807669704,22.113974447983807,0.0
103,216.1541817131264,49.37664221796116,0.0
104,216.20258628572088,49.07213952041168,3.9799999999999898
105,216.29512429898256,71.8148838738791,0.0
106,216.3958367435349,68.37091823040856,0.0
107,216.43672117311107,66.62792697343937,0.0
108,216.56451295156896,55.29067611444551,0.0
109,216.6261107665468,66.993296907349,1.710000000000008
110,216.78452502966994,63.07834440522615,0.0
111,216.88143502800676,69.0091748754411,0.0
112,216.99042669228425,55.10408662815713,0.0
113,217.1497470307691,57.35120598445161,0.0
114,217.16762620681067,62.04530545892542,2.4799999999999898
115,217.18618434869376,64.43525099094994,0.0
116,217.22168153657572,61.61148363670138,0.0
117,217.22700229812833,64.49737296102882,0.0
118,217.24181303233132,44.92043392695937,0.0
119,217.24326683354047,43.065777069193324,3.3499999999999943
120,217.26642293401628,38.599043806968126,0.0
121,217.2696275852135,53.340185467120264,0.0
122,217.27509230691803,45.11328461189271,0.0
123,217.28199587932187,40.9318874933721,0.0
124,217.2903337220795,36.58822829978212,2.8400000000000034
125,216.08195992588657,36.815467314497454,0.0
126,215.88006462760578,37.40043797006593,0.0
127,215.87836349940343,38.10397897971292,0.0
128,215.89295049883955,49.289783668778036,0.0
