,SPY_open,SPY_high,SPY_low,SPY_close,ATR,VBM,MI,KAMA,BBANDS Upper,Moving Average,BBands Lower,APZ Upper,APZ Lower,KC Upper,KC Lower,DYMI,weekly_range
24,200.0,201.35,199.03,200.36,2.687499999999998,-57.280918799305006,23.5401555060685,194.7370315507305,202.5436099199052,192.11849999999998,181.69339008009476,202.09022690559752,190.34725437322183,199.90007241037702,188.83007241037703,77.42206784833789,8.019999999999982
25,199.4,201.07,199.25,200.63,2.591785714285712,-57.52478757811314,23.458882813488216,195.27027848326802,203.64340372678913,192.751,181.85859627321088,202.9480058429894,191.348437738278,200.27162570549152,189.65362570549152,76.40452085205669,0.0
26,199.3,199.92,198.21,198.36,2.513928571428569,-59.858175026601494,23.393782615764856,195.57504302563882,203.98235913335972,193.4015,182.82064086664028,203.27098343044977,191.82934467836216,200.54962349722362,190.02362349722367,74.60810756451957,0.0
27,199.36,199.79,198.43,199.41,2.505357142857138,-62.35770492381939,23.33036982740884,195.96203288728427,204.29402501346368,194.1045,183.91497498653632,203.70212326325722,192.44070427031588,200.38680729721702,190.97280729721703,63.294023083731645,0.0
28,199.9,201.07,197.38,199.54,2.6453571428571365,-60.99923198394017,23.329692765949464,196.19756194729112,204.38846357775105,194.816,185.24353642224895,204.10646067201384,192.96491008907896,200.948852297078,191.14685229707803,66.34817759697069,0.0
29,201.25,202.81,199.5179,202.76,2.669792857142852,-61.61511003435394,23.426980629212522,197.07846410499704,204.2627597322331,195.8025,187.34224026776693,205.01678670440555,193.95746051082494,201.8911656315075,191.48432563150752,63.477451041348786,5.430000000000007
30,202.2,203.04,201.77,202.53,2.571221428571422,-64.51359072170246,23.37013017689008,198.1880550057513,204.39485684446967,196.5965,188.7981431555303,205.7312075980291,194.78935004038377,202.12207568751552,192.36723568751557,77.61050732866869,0.0
31,201.32,202.5307,201.05,202.2,2.37627142857142,-66.95175036092044,23.28154407329501,198.5823283462348,204.70684044192097,197.216,189.72515955807904,206.26210513360766,195.45886988876393,201.96054065627658,193.47342065627663,75.4072847021875,0.0
32,201.62,203.82,201.55,203.39,2.344128571428562,-68.14735983154975,23.211450688186794,199.0949303202331,205.42290345563205,197.74200000000002,190.06109654436798,206.9114137413201,196.23697665717216,202.5932294650233,193.92210946502334,70.83704132854713,0.0
33,203.26,205.23,202.77,204.79,2.3926999999999885,-72.3995826661127,23.1934845898088,199.78284125626226,206.1844283405173,198.379,190.5735716594827,207.7026501657799,197.14153573675677,203.3707741813155,194.38965418131554,75.30158720413591,0.0
34,204.2,204.78,203.8,204.52,2.2562714285714174,-75.56999930918293,23.112102356044115,200.22729832206542,206.6631583604472,199.005,191.3468416395528,208.30160419748123,197.8891000274218,203.64222313474687,195.19310313474693,82.7662423542888,4.179999999999978
35,206.84,207.07,205.89,206.29,1.7254071428571365,-97.94185950382202,23.40227859884826,203.41563156883322,208.14490826206514,203.3565,198.56809173793488,211.0122474062853,202.20601778741118,206.45225723228026,199.67025723228028,73.92289614116777,0.0
36,204.64,206.2642,203.89,204.14,1.7910714285714238,-99.20435044239932,23.473824131108007,203.42293291930235,208.15405513643157,203.53199999999998,198.9099448635684,210.8435205168711,202.13514594896102,206.80701539897007,199.52101539897006,68.60693138751978,0.0
37,204.27,206.49,203.98,206.46,1.8082142857142836,-98.53702705938724,23.5118691141168,203.5016841802174,208.04140636133292,203.93699999999998,199.83259363866705,211.09291798595947,202.4543972139248,207.2909760829024,199.66497608290237,48.57636184784102,0.0
38,205.18,205.56,203.09,203.89,1.8732142857142853,-102.4047013002947,23.63902679418705,203.50529343401084,207.67111110935292,204.161,200.65088889064708,210.85541522519648,202.26435507705796,207.6822229466303,199.35222294663032,58.467015430040966,0.0
39,205.32,205.85,203.87,204.48,1.9439285714285717,-101.70949968286023,23.785608911228202,203.5211000655247,207.1629809436732,204.408,201.65301905632677,210.73671526138932,202.190424478177,207.87392972142547,199.34392972142544,45.45914545088004,3.9799999999999898
40,208.28,208.66,207.54,208.59,1.8515785714285715,-111.9356951267748,23.832103474109545,206.62609778740318,210.94735211053126,206.929,202.91064788946875,213.5638045406621,205.8320163460923,210.04347898342598,203.682638983426,67.0197071323957,0.0
41,209.02,209.52,208.36,209.0,1.7551499999999984,-111.95703435399716,23.86233248349392,206.9011463228146,211.15393341786313,207.1175,203.08106658213688,213.63316927631607,206.01358529618787,209.96900633881242,204.1641663388124,59.214444487684155,0.0
42,208.46,209.81,208.05,209.38,1.6401499999999973,-109.73051888025402,23.93505175979741,207.03135099274343,211.40936308932484,207.2815,203.15363691067515,213.7472479286978,206.22518339010088,210.11934042465296,204.454500424653,62.21135570078183,0.0
43,208.49,209.76,206.96,207.42,1.6987214285714256,-110.3502077925851,24.165293035178816,207.03670184209088,211.42208784567063,207.37449999999998,203.32691215432934,213.51153059036687,206.03965932613,210.49201513705364,204.10717513705364,72.76919654309707,0.0
44,206.71,207.13,205.03,206.3,1.7151499999999962,-111.36388230417899,24.40845988096116,207.01251019058662,211.41544820995128,207.344,203.2725517900487,213.10670171774285,205.66864047543055,210.72039242563636,203.68839242563638,19.428230797552303,4.780000000000001
45,206.9,208.18,206.41,208.03,1.6672928571428522,-109.52972126755127,24.643338621250333,207.03730837173376,211.48192789890226,207.43099999999998,203.3800721010977,213.0453994382815,205.6382394106845,210.71902409070947,203.8470240907095,15.852995803351675,0.0
46,206.5,206.8,205.28,206.13,1.713007142857139,-106.84707908836414,24.689061846591283,206.94993683510916,211.33109538272066,207.53050000000002,203.72990461727937,212.64864380156794,205.27799086438685,210.90720927501974,203.43920927501978,46.00384073914919,0.0
47,205.0,205.85,204.42,204.96,1.7637214285714253,-111.4149313394379,24.74169263934803,206.68609618211156,211.40146382729435,207.45550000000003,203.5095361727057,212.08744576907324,204.76060647531946,210.73242223358884,203.19242223358887,37.50368589300199,0.0
48,205.57,205.98,204.47,204.95,1.816428571428568,-112.40209166212306,24.824315049910556,206.50204076898393,211.2773209799547,207.5085,203.7396790200453,211.58796713655013,204.30797287503478,210.52275869061978,203.01875869061982,33.03915065532621,0.0
49,204.04,205.77,203.88,205.7,1.788571428571426,-110.37830539613286,24.769123401605757,206.4457925221748,211.16755488387378,207.5695,203.97144511612623,211.28172753397328,204.03813351514137,210.52277961080972,202.81477961080975,28.32431066517205,4.300000000000011
50,205.58,206.4,205.36,205.89,1.7728571428571402,-113.85453410784,24.725487350623183,206.4154845630767,210.95150455542245,207.6645,204.37749544457756,211.03267386276477,203.84464821883492,210.37260876740103,202.81660876740105,32.86690725460036,0.0
51,206.64,208.5,206.64,208.46,1.8499999999999983,-109.30811828485757,24.662597186925513,206.43283412046023,210.99472713952525,207.788,204.58127286047477,211.2611328171786,204.11694850249742,210.84026801536353,202.70426801536357,34.032357868198844,0.0
52,207.89,208.54,206.5,206.5,1.8814285714285697,-110.74499465247138,24.597365312312895,206.4353703487221,210.96584513335193,207.711,204.4561548666481,211.12033654045572,204.00398884559198,210.87033733992678,202.6223373399268,54.511171811636096,0.0
53,207.29,207.4899,205.37,206.55,1.93427857142857,-112.0333387675254,24.545926312606525,206.43676416089409,210.92914732394928,207.6375,204.3458526760507,211.00950961675758,203.90490015891973,210.71561829233255,202.73965829233256,44.050632813293326,0.0
54,206.23,206.86,204.38,204.72,2.009992857142856,-115.50039433813467,24.57807704464214,206.40177770997445,211.02207107645972,207.4835,203.94492892354026,210.60444450878518,203.48626734144685,210.54241230187282,202.53045230187283,45.00123358083687,4.159999999999997
55,204.95,207.34,204.89,206.81,2.114278571428571,-110.785711359633,24.641133460908115,206.40797301527402,210.81075483943536,207.36150000000004,203.9122451605647,210.62427959793447,203.47272484182506,210.71646665729023,202.4085066572902,36.32339339856253,0.0
56,206.44,206.8,204.23,204.82,2.172850000000001,-109.70878518338007,24.69815557615941,206.38233194399447,210.5153927374397,207.10700000000003,203.69860726256036,210.3062512780422,203.10125606869687,210.51651388201267,202.27655388201268,46.92901332892627,0.0
57,204.44,206.3,203.63,204.91,2.163564285714289,-111.21713058628096,24.856450140421646,206.37569749426564,210.09010377560034,206.84900000000002,203.6078962243997,210.05783058579289,202.7799499738747,210.56693794138806,201.94297794138805,42.10602599843299,0.0
58,204.0,204.54,202.78,204.24,2.144992857142861,-109.52411809971242,25.02267485597958,206.35451611124356,209.90592337136806,206.61599999999999,203.3260766286319,209.7227890289994,202.38663882719595,210.49903560892795,201.62707560892795,44.237911450154165,0.0
59,204.95,206.1,204.86,205.49,2.1435642857142887,-105.79156880697427,25.17188433404322,206.34972030421204,209.57412392714278,206.44250000000002,203.31087607285727,209.63802406007838,202.2733554848505,210.43845847870466,201.57849847870466,37.66996744818282,4.560000000000002
60,205.48,205.84,204.985,205.16,2.0082071428571453,-105.77745807741299,25.141891695728674,206.33811227380278,209.280751869472,206.27100000000002,203.26124813052803,209.49054781264115,202.13491176081564,210.3206504612458,201.53469046124582,49.41754123032383,0.0
61,206.15,208.24,206.14,207.87,2.1060642857142886,-103.50690172499114,25.18951998153588,206.35105217128978,209.0456758762228,206.2145,203.3833241237772,209.8379235033137,202.48112102869035,210.59963535210179,201.62567535210175,48.89570959721933,0.0
62,208.64,209.77,207.8691,209.26,2.133985714285718,-101.7181227760413,25.24577862620801,206.46572113765112,209.01180087387607,206.20850000000002,203.40519912612396,210.3814082019775,203.02160205552954,210.8715641111386,201.95324411113862,69.34455965380708,0.0
63,209.47,209.71,208.97,209.34,2.051842857142861,-105.87533692457986,25.19754932699059,206.58031665248203,209.39887843431237,206.30450000000002,203.21012156568767,210.84741590552733,203.52149007509934,210.87440415560388,202.50804415560384,88.2602872570486,0.0
64,209.55,210.25,209.47,210.21,2.0425571428571465,-104.85146900317778,25.101760370354015,207.0319147548929,210.05322240701094,206.5,202.94677759298906,211.38397275874422,204.1208074001454,210.8955271744096,203.1571671744096,65.08135489365588,5.264999999999986
65,210.71,211.77,210.51,211.39,1.7904285714285717,-102.96551903069296,24.84201523775906,209.69885158946602,212.47576358923143,207.66,202.84423641076856,213.39897513666202,206.39771806036705,211.61684356416555,205.28644356416555,69.27654219204881,0.0
66,211.56,212.34,211.5,211.7,1.6740000000000006,-105.13069726440887,24.659362562678794,210.308389384008,213.01141098518818,207.9505,202.88958901481183,213.8019024821662,206.87211085204387,211.94521160831016,205.57681160831015,82.43918793367166,0.0
67,211.8,212.52,211.6899,212.39,1.542578571428572,-108.43707997311814,24.478185366192534,210.857582995365,213.58252098892558,208.147,202.7114790110744,214.25100193538276,207.41010251232382,211.84085032315795,206.37241032315796,83.19642507453347,0.0
68,211.49,212.22,211.19,212.04,1.47615,-111.9107367689835,24.33170525154957,211.04486185434837,214.06681527347155,208.42399999999998,202.7811847265284,214.5630586774743,207.81811074437107,211.980039428971,206.79195942897098,88.35546720338867,0.0
69,210.43,210.86,209.43,210.03,1.5297214285714287,-113.87940212068297,24.251290587239982,211.0291822508027,214.2120485438433,208.598,202.98395145615672,214.4748970777768,207.817718514516,212.41537292894833,206.47929292894833,82.05337582598195,3.0900000000000034
70,209.34,210.37,208.35,208.42,1.6129357142857157,-115.06024096385529,24.249746767008265,210.91987491115123,214.09468760971075,208.783,203.47131239028923,214.11926772533093,207.52286683277447,212.53953153559368,206.15945153559366,33.30356412766561,0.0
71,207.97,208.74,206.9199,208.09,1.5229428571428574,-115.49863836088595,24.356806916966764,210.78736787789114,214.0889807425495,208.84699999999998,203.60501925745046,213.75106936087053,207.19924498670804,212.4815997810522,205.9774797810522,23.704787973562603,0.0
72,208.57,209.36,207.53,207.78,1.517878571428572,-114.71135631306255,24.450178376518693,210.592321232538,213.9155455409994,208.99499999999998,204.07445445900055,213.37643380155419,206.85510090407053,212.3915481861903,205.7914281861903,13.149859200301435,0.0
73,206.74,208.57,205.59,208.35,1.6778785714285707,-113.39308694747976,24.629617161135776,210.44113121613802,213.71251299866682,209.167,204.62148700133318,213.16874839657194,206.62799775528893,212.57891017708337,205.46283017708336,33.059236102105615,0.0
74,207.14,207.2,205.75,206.53,1.7985928571428562,-113.29659793877383,24.68951537175768,210.05947147465633,213.39973301403538,209.2815,205.1632669859646,212.66538177654033,206.11470535598065,212.44968418268633,205.1176041826863,35.63628853263353,4.780000000000001
75,208.84,209.61,207.75,207.91,1.910735714285715,-111.05214610012327,24.681990822797264,209.88129061047823,213.17977205937333,209.4025,205.62522794062667,212.4689192200654,205.902689870904,212.6844798912742,204.71639989127422,27.23701057225847,0.0
76,208.26,208.92,207.78,208.41,1.8785928571428567,-113.1554869918065,24.56858909384207,209.77281846429045,212.81688528314464,209.565,206.31311471685535,212.37449645537086,205.81199391956474,212.69481892412136,204.65073892412136,38.638954679634686,0.0
77,208.69,209.5,207.93,208.03,1.8700142857142847,-117.0638331774858,24.427096632199813,209.56171482039545,212.80807162533515,209.573,206.33792837466487,212.22369659536318,205.6666088082512,212.78158183341642,204.44154183341644,40.67372648292745,0.0
78,209.83,210.87,209.27,210.87,1.9257285714285726,-115.22555999015769,24.27096872995712,209.58198540772756,212.9355614510421,209.65349999999998,206.37143854895785,212.58374952190388,206.03243498164977,213.32467134255458,204.3286313425546,39.93853219654027,0.0
79,204.0,210.8463,202.72,203.13,2.401442857142858,-107.84636632095847,24.73732285984395,208.99273106550427,213.73668494187024,209.343,204.94931505812974,211.65816242893868,204.8971236755221,213.89013275444637,202.67809275444637,76.84035637416599,8.150000000000006
80,201.59,201.6,198.65,199.53,2.6535857142857133,-104.6549146563129,25.141512638156925,207.9023241415824,214.99108583434065,208.80900000000003,202.6269141656594,210.2467001956735,203.27069130282638,213.54840722272175,201.35236722272177,24.050536570515263,0.0
81,201.66,203.23,201.12,203.22,2.8585785714285685,-97.83466548202036,25.47891382483427,207.72797665818717,215.09615249487223,208.46599999999998,201.83584750512773,209.66692491454592,202.50115568319626,213.5214929796235,200.57349297962352,22.236323357045507,0.0
82,204.83,206.93,204.72,206.71,3.037864285714284,-90.3318717221219,25.674399622819315,207.71986110194027,214.90195964508797,208.2865,201.671040354912,209.7767235122232,202.44029095776534,213.86535077507207,200.16535077507208,38.876081353593825,0.0
83,207.18,209.54,206.56,209.53,3.064292857142856,-88.9829947069618,25.841478887236647,207.73441233233223,214.7445903509237,208.217,201.68940964907634,210.38079945814349,202.8654420833152,214.10484128541466,200.40484128541468,51.5457094419706,0.0
84,209.29,210.49,209.29,209.79,3.0057214285714275,-89.64465661198086,25.96953047527235,207.77358001269562,214.69110187392548,208.19250000000002,201.69389812607457,210.93796298338418,203.29717490086654,214.06628507100055,200.92628507100056,60.41530721788368,11.840000000000003
85,213.16,214.07,212.95,213.45,2.95567857142857,-81.23183299228835,26.220259051614285,208.60275602865616,214.39652966028478,208.00750000000002,201.61847033971526,213.68243278867905,205.66823867689638,214.42434482398136,203.35254482398136,62.57681354345964,0.0
86,214.51,215.3,214.25,215.0,3.0063928571428584,-83.15694534473393,26.110324314341366,210.62228756089934,215.4514014121955,208.33650000000003,201.22159858780455,214.67287168861716,206.66321332589345,214.48039782811804,204.460597828118,63.673493128863576,0.0
87,215.42,215.45,214.35,214.93,2.9728214285714296,-77.42573117072916,26.031681227764484,211.8376852710232,216.3771376785286,208.67849999999999,200.97986232147136,215.50015273725126,207.524074839464,214.48035052117234,205.50055052117233,67.10049755484144,0.0
88,216.34,216.67,215.66,216.11,2.8942499999999995,-73.13533119002702,25.968869218177947,212.93466870139582,217.46132724550893,209.09500000000003,200.72867275449113,216.40063168315163,208.48483582679745,214.66916486399623,206.47736486399623,64.69070456547932,0.0
89,216.79,217.0125,215.308,215.84,2.433857142857142,-75.18269990791048,25.956896226642517,213.4849505161239,218.3501506992507,209.46949999999998,200.58884930074927,217.1237412158662,209.26683792243526,214.91565876959248,207.23405876959248,81.58583409504864,4.0625
90,215.95,216.6,215.67,216.41,2.180285714285714,-78.03077504299705,25.86337723603144,214.0564015685656,219.24576894902867,209.9635,200.68123105097135,217.82504046319383,210.05099800968998,215.36976753438302,207.79616753438302,59.86540200039002,0.0
91,215.88,216.23,215.63,216.18,1.9717142857142866,-82.66010176434362,25.613527034614105,214.7320625863321,220.00449155721293,210.377,200.7495084427871,218.36293200492693,210.7017831779102,215.54758020954543,208.4939802095454,60.079324695398014,0.0
92,216.75,217.37,216.24,217.13,1.791714285714286,-83.5718856028744,25.342944654684267,215.48174726277537,220.8466572541986,210.81300000000002,200.77934274580144,218.97298343317826,211.43109503760948,215.7241726302611,209.2905726302611,59.424492871721505,0.0
93,216.92,217.22,215.75,216.22,1.6838571428571438,-83.25446243254464,25.106523355403205,215.6531002697005,221.44465936606633,211.2225,201.00034063393366,219.3282904668163,211.89869902539132,215.96785622854665,209.75405622854666,60.42974906655371,0.0
94,216.39,217.3,216.1,217.25,1.6838571428571438,-84.82581768918136,24.758190719331225,215.94745359727466,222.1096831830011,211.54149999999998,200.97331681699887,219.7948393483606,212.47978747091105,215.94586043925213,210.61206043925213,58.734681545185985,1.740000000000009
95,217.0,217.06,215.97,216.64,1.6267142857142878,-87.28177235340938,24.500075286139644,216.02067065244003,222.23410347881344,212.217,202.1998965211866,220.0715339220029,212.87556476141037,216.2479594741342,210.9501594741342,61.9298805248878,0.0
96,216.53,217.17,215.76,216.75,1.531714285714287,-91.77013905335451,24.303934857630857,216.063459568401,221.30360725641788,213.07800000000003,204.8523927435822,220.31424402184817,213.22954957813587,216.46004907270606,211.33824907270605,61.9118263049915,0.0
97,217.17,217.27,215.62,216.51,1.5053214285714307,-94.82941543582275,24.25366786706765,216.085167126188,220.65785552992426,213.7425,206.82714447007575,220.47099413648093,213.48226800457044,216.81870156047412,211.47690156047415,75.51878269222446,0.0
98,216.26,217.11,215.75,216.8,1.3596071428571455,-95.730864879801,24.22331445560813,216.1000442002298,220.43624398069926,214.247,208.05775601930077,220.64061411250344,213.74400002464427,216.99529190505308,211.8054919050531,66.51961685234917,0.0
99,216.45,217.54,216.13,217.15,1.3624642857142877,-95.77549182599053,24.209830397313315,216.14796225810608,220.5259232741159,214.628,208.73007672588406,220.833104884813,214.0230016932096,217.19825935861766,212.12625935861766,66.54551724427637,1.9199999999999875
100,217.15,217.65,216.405,216.93,1.3192500000000007,-99.69082263263812,23.635913618281272,216.16075523137184,220.50196140623476,214.98499999999999,209.46803859376521,220.9441459656924,214.2206642033191,217.47723466969933,212.2792346696993,64.67863512705063,0.0
101,216.64,216.83,214.57,215.52,1.4092500000000021,-111.60189836970542,23.324582632778736,216.15001724981755,219.90278917602876,215.3415,210.78021082397123,220.79538529392985,214.1243467040501,217.85435518039458,212.02435518039454,46.69905834385045,0.0
102,215.45,216.245,215.13,216.23,1.3646071428571471,-119.83104226071399,23.10698058678649,216.1519807669704,219.40578306164568,215.6645,211.92321693835433,220.77049726761206,214.16107319113624,217.96227374018784,212.16227374018783,22.113974447983807,0.0
103,216.3,216.78,214.25,216.43,1.4235714285714332,-122.51614874301657,23.097268642492562,216.1541817131264,218.40151376281324,216.00899999999996,213.61648623718668,220.78893281004608,214.20141678808452,218.3045333892962,212.08053338929616,49.37664221796116,0.0
104,217.19,218.23,217.07,218.14,1.4857142857142887,-127.95737122557715,23.016512062211383,216.20258628572088,218.29681014143276,216.281,214.26518985856725,221.08409499105235,214.53077997522317,218.70524450544383,212.24124450544383,49.07213952041168,3.9799999999999898
105,218.39,218.52,217.74,218.05,1.4857142857142887,-133.6275590928703,22.96873304444372,216.29512429898256,218.18798852897177,216.51100000000002,214.83401147102828,221.30097203293542,214.8042968193376,218.85064979883913,212.58664979883912,71.8148838738791,0.0
106,218.12,218.76,217.8,218.22,1.4692857142857159,-135.58566812943045,22.951191492225696,216.3958367435349,218.3564502460939,216.67200000000003,214.98754975390614,221.4987136175816,215.07080415342443,218.99887363472257,212.91487363472257,68.37091823040856,0.0
107,218.29,218.4038,217.23,217.63,1.448128571428573,-138.21060052553983,22.88378268904327,216.43672117311107,218.32851032996723,216.80699999999996,215.2854896700327,221.5520445564651,215.19528620381146,219.06297900720244,213.16945900720242,66.62792697343937,0.0
108,218.25,218.94,217.95,218.68,1.4559857142857149,-142.7090945326512,22.813797348465524,216.56451295156896,218.633070710096,216.9355,215.23792928990397,221.7623011698046,215.48415331013152,219.2971486316063,213.4236286316063,55.29067611444551,0.0
109,218.26,218.71,217.99,218.41,1.4159857142857146,-147.46592738045828,22.70002290015437,216.6261107665468,218.80103195134294,217.064,215.32696804865705,221.87563471836356,215.6905380767387,219.35434971868082,213.75682971868085,66.993296907349,1.710000000000008
110,218.89,219.5,218.88,219.09,1.3931285714285724,-156.9807730738593,22.619284609544867,216.78452502966994,219.12563394646523,217.198,215.2703660535348,222.0689216638451,215.99134749048332,219.564722131315,214.02920213131497,63.07834440522615,0.0
111,218.56,218.68,217.96,217.96,1.3559857142857143,-159.396740562736,22.58123275677911,216.88143502800676,219.1808026351863,217.28699999999998,215.39319736481366,222.0198288665457,216.0575424711255,219.42948764464842,214.38596764464842,69.0091748754411,0.0
112,217.98,218.53,217.02,218.38,1.3666999999999985,-160.3076544495727,22.68343924850795,216.99042669228425,219.30304980537767,217.34949999999998,215.3959501946223,222.04355524430707,216.17590574181452,219.6487040617689,214.44718406176895,55.10408662815713,0.0
113,218.31,218.9,218.21,218.9,1.315271428571427,-159.69633710981728,22.771686738683567,217.1497470307691,219.4780639280664,217.4835,215.48893607193358,222.13453939895504,216.3707852593675,219.45709034424675,214.99157034424678,57.35120598445161,0.0
114,218.34,218.75,217.74,218.56,1.3091999999999981,-163.7714491008089,22.835080223971413,217.16762620681067,219.59661118841768,217.54900000000004,215.5013888115824,222.14068713182922,216.47704283056726,219.45629697985476,215.24677697985476,62.04530545892542,2.4799999999999898
115,218.25,218.8,217.83,218.51,1.2099142857142826,-167.74420746573236,22.943628797140953,217.18618434869376,219.68611779308074,217.6425,215.59888220691928,222.12353081798344,216.55736278240246,219.6046267926521,215.31910679265215,64.43525099094994,0.0
116,219.23,219.6,218.9,218.93,1.208128571428568,-169.27671505340905,23.073640263201934,217.22168153657572,219.82698371026237,217.7515,215.67601628973762,222.16395096606058,216.70120272114488,219.77044900442937,215.43292900442938,61.61148363670138,0.0
117,218.8,218.91,217.36,217.88,1.139557142857139,-166.0254346897331,23.296385736948537,217.22700229812833,219.81169856099766,217.82,215.82830143900233,222.01401760487659,216.6306472706898,219.8761948137978,215.38019481379783,64.49737296102882,0.0
