,SPY_high,SPY_low,MI,DYMI,weekly_range
297,250.19,248.92,24.30711953610935,59.143980665196715,0.0
298,249.98,249.185,24.186495044525735,59.39007581596706,0.0
299,249.63,249.02,23.760999574131578,61.962519127733614,1.2700000000000102
300,249.5532,248.08,23.503874971726045,67.12225184162185,0.0
301,249.7,248.805,23.335336164008712,56.64734548303106,0.0
302,250.49,248.87,23.27126982391197,58.3884565869012,0.0
303,250.44,249.63,23.266864187801943,68.40800048354228,0.0
304,251.32,250.13,23.303990760883316,66.77753599494866,3.2399999999999807
305,252.32,251.2926,23.36248822830195,87.72513679063087,0.0
306,252.89,252.23,23.387128972224577,92.11489958613652,0.0
307,253.44,252.56,23.30473205196467,100.0,0.0
308,254.68,253.196,23.30938637158987,100.0,0.0
309,254.7008,253.85,23.26704044153552,88.9862560625872,3.4081999999999937
310,254.7,253.65,23.338328119155047,83.88381508411261,0.0
311,255.05,253.98,23.28362227257879,77.09766437128954,0.0
312,255.02,254.32,23.24963881355762,76.01609442880864,0.0
313,255.06,254.365,23.248025967163105,75.94668110817628,0.0
314,255.27,254.64,23.264369285128446,72.17414957076825,1.6200000000000045
315,255.51,254.82,23.249427600502294,72.62763244644168,0.0
316,255.52,254.98,23.25810083812501,78.2299292031773,0.0
317,255.95,255.5,23.272902741551643,82.86180893757471,0.0
318,255.83,254.35,23.479916031372806,82.4901737742402,0.0
319,257.14,255.7744,23.782518302214683,81.94543818154067,2.789999999999992
320,257.51,256.02,24.1353719073489,85.79153958814378,0.0
321,256.83,256.15,24.42463340326353,67.53996388090621,0.0
322,256.31,254.0,24.80206968523987,66.62144208627683,0.0
323,256.3,255.48,25.051699723849136,51.69794844598651,0.0
324,257.89,255.6254,25.45353405027325,44.99318024551126,3.8899999999999864
325,257.6,256.41,25.634013821623892,68.92614254103805,0.0
326,257.44,256.805,25.690199976904886,58.485167882210966,0.0
327,258.43,257.07,25.647110963253898,62.30348867575699,0.0
328,257.75,256.19,25.699358397828675,63.62537117918611,0.0
329,258.5,257.3,25.701793481747682,63.440162560526424,2.3100000000000023
330,259.0,258.22,25.643373382181643,68.09491645175662,0.0
331,259.35,258.09,25.66931992834722,69.69441574840629,0.0
332,259.22,258.15,25.688744458879533,67.3899966127169,0.0
333,258.39,256.36,25.73274466743828,66.99934540657434,0.0
334,258.2926,257.37,25.746474952812946,60.19217428560675,2.990000000000009
335,258.59,257.27,25.76047474380994,57.86746277521893,0.0
336,257.85,256.52,25.77217043694945,66.52108812588716,0.0
337,257.22,255.63,25.872865091647352,56.86145225873409,0.0
338,259.04,257.4748,26.024587401632466,34.10184206662582,0.0
339,258.5882,257.77,26.124099236341777,59.24686030811762,3.410000000000025
340,266.38,265.4793,26.35104633071945,78.97565759573189,0.0
341,267.32,266.345,26.25331584472854,79.41591692738433,0.0
342,267.56,266.65,26.104196762431442,81.70845010407379,0.0
343,267.22,265.6,26.023685890742858,80.69371356310332,0.0
344,267.04,265.39,25.869206170867134,68.0601692209801,2.170000000000016
345,274.1,272.98,24.99931164526279,90.97180640431137,0.0
346,275.25,274.081,24.535520565286475,82.62864739063153,0.0
347,274.42,272.92,24.16460534568561,88.25573003195527,0.0
348,276.12,274.56,23.928388820371158,83.9438133197504,0.0
349,278.11,276.0819,23.92883244424427,87.22596164889441,5.189999999999998
350,286.43,284.5,26.165773683132247,90.16256607886139,0.0
351,284.736,281.22,26.39592377681344,75.82867764339677,0.0
352,283.3,280.68,26.662899387391022,60.8897554056618,0.0
353,283.06,280.68,26.953410412124427,58.921724232379894,0.0
354,280.23,275.41,27.397468211037847,34.70140939873582,11.019999999999982
355,275.85,263.31,28.344037268356388,1.1241255407343829,0.0
356,269.7,258.7,29.145108036937877,0.4292092203337319,0.0
357,272.36,267.58,29.621778767629053,24.87768849349861,0.0
358,268.17,257.59,30.05564648037726,24.471083779571998,0.0
359,263.61,252.92,30.433546360252723,18.855024428067267,22.930000000000035
360,278.01,275.26,28.804463291499587,66.77879951172719,0.0
361,278.92,274.36,28.557034212156296,68.48568888232656,0.0
362,276.19,271.29,28.452970032322554,60.41034954350865,0.0
363,273.17,266.0,28.38485821057519,63.31159864807244,0.0
364,269.72,264.82,28.34998115453955,49.96549963777595,14.100000000000023
365,272.89,267.61,28.284455840774736,49.763043712323864,0.0
366,273.39,271.18,28.158600864000906,56.162745379309854,0.0
367,273.18,270.2,27.90008218141349,54.683828050035316,0.0
368,274.24,272.42,27.593568510515233,50.97248528153083,0.0
369,278.87,275.34,27.345788766185738,54.57663162264611,11.259999999999991
370,279.91,278.0801,26.912045183008978,66.94013748039026,0.0
371,280.41,276.03,26.09642005952881,67.52871639749634,0.0
372,278.02,274.67,25.25661981941533,60.940290511058805,0.0
373,276.61,274.43,24.648739920634235,52.33343457552752,0.0
374,275.39,274.14,23.94607165811788,47.530434385673374,6.270000000000039
375,263.13,254.67,24.63504535753655,34.24479840090211,0.0
376,261.31,256.84,24.939132401049974,28.557591021177117,0.0
377,264.355,256.6,25.23433192540777,36.747482826375126,0.0
378,266.64,264.32,25.331063268641167,42.545890677236,0.0
379,265.11,258.0,25.366430112753473,46.860281452140455,11.969999999999999
380,267.89,265.35,24.722134231404297,57.170358110125576,0.0
381,267.9762,261.28,24.80019889087237,54.180677107968,0.0
382,264.13,260.85,24.938795722150424,41.11395384051143,0.0
383,267.2452,264.29,25.02261067582413,49.97692025782956,0.0
384,267.34,265.5,24.896849359235684,56.85775373634011,7.126199999999983
385,267.89,264.43,24.65004609517314,52.583518536168306,0.0
386,265.1,262.11,24.377760902558652,46.8837091176298,0.0
387,265.68,262.76,24.031945022502214,45.381400169594585,0.0
388,263.36,259.05,23.871720623191997,40.29956280809375,0.0
389,266.7892,261.15,23.843960297995483,34.233495728831045,8.839999999999975
390,268.02,266.11,23.625328740803752,45.48958276162226,0.0
391,267.325,265.15,23.44024611497513,48.85306239593026,0.0
392,269.865,267.09,23.20666741360404,51.21815932143029,0.0
393,272.39,270.22,23.087663978127658,64.64898041467818,0.0
394,273.15,271.58,22.863496507253664,70.95339983750515,8.0
395,274.08,272.36,22.651579582269516,80.48530773223099,0.0
396,271.61,270.03,22.49952047072914,80.28842696701588,0.0
397,272.76,271.11,22.420322440147924,58.95214678740189,0.0
398,273.23,271.13,22.434008344616373,59.44351201842105,0.0
399,272.03,270.93,22.39007989587575,63.77615540160959,4.050000000000011
400,273.98,271.3512,22.46569149511501,67.03091831297198,0.0
401,274.25,272.24,22.58152044542948,62.20556570391315,0.0
402,273.39,270.99,22.78229380689597,73.46815033745213,0.0
403,273.22,270.78,23.009296324263836,71.91502456988509,0.0
404,272.86,271.58,23.10111543156444,66.3062850627163,3.4700000000000273
405,275.185,274.26,23.250690876130612,56.901704086909724,0.0
406,275.53,274.18,23.15822857136543,61.35540890157872,0.0
407,277.52,275.09,23.13809753320474,67.56102186020867,0.0
408,278.28,276.34,23.131851992161653,67.44781000596954,0.0
409,278.25,276.66,23.038088382723675,68.65205851573539,4.099999999999966
410,279.37,278.31,22.785962993297616,68.76082147746702,0.0
411,279.33,278.19,22.62148574454161,69.13706258385082,0.0
412,279.48,277.8,22.55303357093014,69.37691210614885,0.0
413,279.33,278.0599,22.48406690225902,68.70493232583044,0.0
414,277.51,275.35,22.530840847743296,71.03039039358245,4.1299999999999955
415,276.7,274.95,22.64739075738917,68.08898885802212,0.0
416,275.75,273.53,22.844459276004397,58.14067538994226,0.0
417,276.72,275.59,22.997408595045222,55.11588941795939,0.0
418,275.98,273.68,23.22407481790985,51.62124590126633,0.0
419,275.785,274.49,23.37029164599821,36.971443354400975,3.1900000000000546
420,273.6162,269.1,23.810009314908772,20.904687856821937,0.0
421,272.56,270.79,24.073626395268242,11.02569809013157,0.0
422,273.865,269.18,24.48069396031018,20.32823870349678,0.0
423,271.75,268.49,24.811646679355825,17.684997181550685,0.0
424,273.66,271.1495,25.02615762457245,27.56757021990788,5.375
425,277.96,276.5,25.38196648749235,88.62015785176418,0.0
426,279.01,278.08,25.37851266545595,91.5821384892909,0.0
427,278.04,276.52,25.377241895201557,67.30050998020438,0.0
428,279.43,277.6,25.31399810170309,60.67627280539497,0.0
429,279.93,278.66,25.20801323026271,66.62276535369087,3.430000000000007
430,279.803,278.84,25.07809622394687,74.48091808858972,0.0
431,280.91,278.41,25.1035324492695,72.46321064375667,0.0
432,281.18,280.06,25.1152778396049,60.5133282373741,0.0
433,280.74,279.46,25.081996445652905,60.04621258724222,0.0
434,280.48,279.5,25.02834397812035,57.32627850692972,2.769999999999982
435,280.43,279.06,24.91411185098459,55.922536198312116,0.0
436,282.56,280.63,24.856527986025,73.85326295160613,0.0
437,284.37,281.28,24.903923752329806,74.92444058761566,0.0
438,284.11,283.09,24.92514420378683,84.6409089588319,0.0
439,283.82,280.38,25.039598874233473,71.21360728349312,5.310000000000002
440,281.69,279.36,25.197579846576637,56.71129252879589,0.0
441,282.02,280.38,25.035639684188595,52.84721881946336,0.0
442,282.13,280.1315,24.95153273611939,54.868995080760754,0.0
443,282.58,279.16,24.80769420191186,51.76526013528241,0.0
444,283.6577,282.33,24.586949369464794,59.421963709246725,4.497699999999952
445,284.99,283.2015,24.414373757542766,62.481901384686665,0.0
446,286.01,285.24,24.174156224639233,65.42013517934174,0.0
447,285.91,284.94,23.92563104238175,71.20276793788327,0.0
448,285.97,284.915,23.704411047420788,71.21863351757204,0.0
449,284.055,282.36,23.508302538417148,67.49052053103026,3.6499999999999773
450,284.16,281.77,23.507244332400536,52.41728826326271,0.0
451,284.17,282.05,23.644152119566655,41.597630038659275,0.0
