,SPY_high,SPY_low,KAMA,DYMI,weekly_range
443,282.58,279.16,280.3644874153049,51.76526013528241,0.0
444,283.6577,282.33,280.56087306042923,59.421963709246725,4.497699999999952
445,284.99,283.2015,280.84207194737417,62.481901384686665,0.0
446,286.01,285.24,281.1334270883505,65.42013517934174,0.0
447,285.91,284.94,281.22531963867164,71.20276793788327,0.0
448,285.97,284.915,281.3287411336074,71.21863351757204,0.0
449,284.055,282.36,281.3784055684473,67.49052053103026,3.6499999999999773
450,284.16,281.77,281.4053774632815,52.41728826326271,0.0
451,284.17,282.05,281.5178365636273,41.597630038659275,0.0
452,282.54,280.16,281.52102166947714,53.11282702140131,0.0
453,285.04,283.36,281.5726878738536,46.240464580800705,0.0
454,285.5601,283.37,281.63526722390606,58.96053518185886,5.400099999999952
455,285.97,285.06,281.688839030512,60.67761295479395,0.0
456,287.31,285.7135,281.73797251277267,63.865742955555426,0.0
457,286.76,285.575,281.7823936332653,64.16973230601658,0.0
458,286.94,285.43,281.82298847553,61.280259927088494,0.0
459,287.67,286.38,282.2891637510453,56.66741620338563,2.6100000000000136
460,289.9,288.68,283.6086709356975,63.014046738207256,0.0
461,290.4175,289.4,284.53744185620855,91.9102061193128,0.0
462,291.74,289.8854,287.0814194159439,91.70360969081233,0.0
463,291.36,289.63,287.73863614148917,81.87210181784978,0.0
464,290.81,289.29,288.208493440388,75.66597788169227,3.0600000000000023
465,290.86,289.03,288.51814369714066,61.458119890652725,0.0
466,291.58,289.55,288.56605799615545,47.44516018943184,0.0
467,291.69,290.825,288.70247465903367,54.383674238444044,0.0
468,293.94,291.2363,289.4976724418024,70.02069205259646,0.0
469,293.22,291.81,289.7414168128145,82.57994888350166,4.910000000000025
470,291.5,290.37,289.80479138942457,60.46401364470008,0.0
471,291.65,290.4833,289.829771532375,56.12987021345897,0.0
472,292.24,289.41,289.83032773979676,56.5321906726779,0.0
473,291.91,290.1,289.8348674876423,52.26087749765866,0.0
474,291.28,289.95,289.8396950780919,59.28492733634971,2.829999999999984
475,292.93,290.98,289.9242663669335,53.75783810020217,0.0
476,292.355,291.14,289.94448080161663,59.327819354009144,0.0
477,293.21,291.32,289.96261238538284,54.167649630716454,0.0
478,291.24,287.66,289.8910594112455,55.12710836061532,0.0
479,290.27,286.22,289.60583442619946,32.617550092824004,6.989999999999952
480,288.22,285.5,289.40970669653456,15.525753788912468,0.0
481,288.86,286.77,289.17980953469544,15.255846060919964,0.0
482,286.91,277.88,286.33333270744487,0.0,0.0
